panel	sample_id	PC1	PC2	cultivar	treatment	replicate	run	input_read_pairs	surviving_read_pairs	fastp_survival_fraction	q30_rate_after	star_input_reads	star_unique_percent	star_multi_percent	star_mismatch_percent	host_mapped_alignments	pathogen_mapped_alignments	unmapped_alignments	host_fraction_of_host_pathogen	pathogen_fraction_of_host_pathogen	salmon_mapping_rate	technical_gate	technical_gate_reason	gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status	log2fc	lfc_se	p	q	contrast	group	normalized_count
C_volcano_F_gate																								LITCHI004438	748.8554405493	1.46471169048401	0.293258482162983	4.99460980525016	5.89548410643722e-07	0.000458550753798687	4.99460980525016	1.34020207364397	TRUE	2296	2296	2296	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI002263	231.269591648765	-1.27206412023338	0.255328886976579	-4.98206111849016	6.2910556546736e-07	0.000470498373865878	-4.98206111849016	-1.16524428638502	TRUE	594	594	594	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI018449	528.73871501742	0.760370582112849	0.153050209269689	4.96811200547269	6.76079108668778e-07	0.000486902158076459	4.96811200547269	0.699619017111762	TRUE	3610	3610	3610	1	1	PASS	1	LITCHI018450	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI029373	481.848795376914	-0.761291752666979	0.154811649778599	-4.91753530019044	8.76406565787962e-07	0.000608633059705247	-4.91753530019044	-0.699876709289643	TRUE	2488	2488	2488	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019822	697.903182821242	-0.730865538412879	0.14972258005857	-4.88146502769971	1.05300599619159e-06	0.00070605867572226	-4.88146502769971	-0.67208334450578	TRUE	1180	1180	1038	1	0.87966102	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI017972	4959.43755158755	-1.10899054812206	0.227659518709737	-4.87126808669048	1.10884263506625e-06	0.000718714834628773	-4.87126808669048	-1.00878092387901	TRUE	2744	2744	2744	1	1	PASS	1	LITCHI017973	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI020381	94.3776030713489	-2.0931499345446	0.430266644336465	-4.86477388404706	1.1458773165815e-06	0.000718760787771844	-4.86477388404706	-1.90178355899334	TRUE	3967	3967	3947	1	0.99495841	PASS	1	LITCHI020380	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI011122	210.769366677713	1.53140442080389	0.316095398808259	4.84475391472821	1.26768702356783e-06	0.000770317942914888	4.84475391472821	1.39414986801529	TRUE	3619	3619	3619	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI008817	938.834279254755	-1.23258869770076	0.255074855163826	-4.83226265838361	1.34989995360801e-06	0.000795418321148719	-4.83226265838361	-1.11738522863896	TRUE	2813	2813	2813	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI005338	272.938420033928	1.02410755308664	0.213247035830366	4.80244683870446	1.56738439748948e-06	0.000896405576740673	4.80244683870446	0.932746677419995	TRUE	10990	10990	10615	1	0.96587807	PASS	2	LITCHI005339;LITCHI005340	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI023108	2089.5581393028	1.2004305898851	0.250588418613182	4.79044720633371	1.66410004668853e-06	0.000924526440224526	4.79044720633371	1.09004911099841	TRUE	1968	1968	1968	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI009978	1773.69400728148	1.05586107630504	0.221149292104631	4.77442666108777	1.80219942420671e-06	0.00097343799454721	4.77442666108777	0.957504913204544	TRUE	9127	9127	355	1	0.03889558	FAIL	2	LITCHI009977;LITCHI009979	FAIL	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI010325	294.293959072197	-1.77220035077222	0.372629025705055	-4.75593748345026	1.97527595071266e-06	0.0010156123433396	-4.75593748345026	-1.60114984232782	TRUE	1310	1310	1310	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI031010	196.777978964216	-1.99719086698081	0.420021589907048	-4.75497192280709	1.98473998698404e-06	0.0010156123433396	-4.75497192280709	-1.80453243678916	TRUE	2544	2544	2544	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019857	285.620508381531	1.03246151283045	0.218701820054714	4.72086383447632	2.34845121264482e-06	0.0011709136879456	4.72086383447632	0.936603819562557	TRUE	3099	3099	3099	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI006337	364.134005562671	-1.42715758717594	0.304070688059359	-4.69350596167079	2.68562160340898e-06	0.00127886488498145	-4.69350596167079	-1.28771434352383	TRUE	294	294	294	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI025608	368.326775072396	-1.09304877967237	0.233102304767101	-4.68913759031455	2.74358873531677e-06	0.00127886488498145	-4.68913759031455	-0.988716596673689	TRUE	4917	4917	4702	1	0.95627415	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI015541	481.508987520201	1.51367110119737	0.322899370170657	4.68774869519681	2.76226922958195e-06	0.00127886488498145	4.68774869519681	1.363414447389	TRUE	9339	9339	1353	1	0.14487633	FAIL	1	LITCHI015540	FAIL	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI017733	195.783712321265	1.33483169311659	0.285328182427621	4.67823290976592	2.89357763398195e-06	0.00130850272308789	4.67823290976592	1.20953419579057	TRUE	2532	2532	2532	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI015464	188.549037099858	1.2669359040326	0.271439116823258	4.66747725552591	3.04920491342603e-06	0.00133200908602764	4.66747725552591	1.14277684033349	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI028928	361.767765615162	0.996114849840184	0.213518430660539	4.66524059191804	3.08256152590609e-06	0.00133200908602764	4.66524059191804	0.90064975872446	TRUE	1659	1659	1659	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI030441	667.216616204896	0.598066185040018	0.129414103068664	4.6213370170537	3.8127480699519e-06	0.00161171491783075	4.6213370170537	0.547266562939225	TRUE	3020	3020	3020	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI018512	64.2461386275212	1.65757689760108	0.362093046724452	4.57776505954965	4.69970095034926e-06	0.00194437627616045	4.57776505954965	1.48418412947372	TRUE	3013	3013	3013	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI024578	120.449140821084	-2.70143238765074	0.592658949684116	-4.55815674274486	5.16045198735181e-06	0.0020905206019595	-4.55815674274486	-2.41266083083437	TRUE	2337	2337	2337	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI011520	12209.5865855212	0.837288768501431	0.184053506503805	4.5491595591205	5.38605933552163e-06	0.00213738619957588	4.5491595591205	0.755111197187011	TRUE	6186	6186	6172	1	0.99773683	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019664	1113.25218167388	-0.598464438355614	0.131687501486932	-4.54458040131471	5.50447940121635e-06	0.00214069203913304	-4.54458040131471	-0.544540710892249	TRUE	2391	2391	2391	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI011959	825.873264879996	-0.680445151877315	0.150030196974012	-4.53538797922915	5.74976898509396e-06	0.00219224035127749	-4.53538797922915	-0.616267517409392	TRUE	930	930	885	1	0.9516129	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI023124	431.386556305591	2.54975817056461	0.564592795808928	4.51610114314585	6.29885879802223e-06	0.00235540979476043	4.51610114314585	2.26810067317338	TRUE	3758	3758	3654	1	0.97232571	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI029534	7078.67988427502	1.47658737766418	0.327402002016423	4.51001328205106	6.48235669662061e-06	0.00237829105595826	4.51001328205106	1.31788883087965	TRUE	1621	1621	1605	1	0.99012955	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI018384	1029.95610815278	-1.55878636749034	0.347588275853953	-4.48457694282331	7.30587402998025e-06	0.00263079112061048	-4.48457694282331	-1.39121613360429	TRUE	4289	4289	4289	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI023296	214.077438691649	-1.28183078401472	0.286831340842313	-4.46893557813618	7.86097997060562e-06	0.00277921373688048	-4.46893557813618	-1.14400903339146	TRUE	2269	2269	2269	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019420	130.809298448237	1.15055575620242	0.259718538501012	4.43001012882233	9.4228662391089e-06	0.00327192203606201	4.43001012882233	1.02524303286225	TRUE	2373	2373	2373	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI028799	106.62631458177	-1.88299748759307	0.427493690927198	-4.40473749100018	1.0591205332528e-05	0.00361308750335099	-4.40473749100018	-1.66826757908033	TRUE	1551	1551	1551	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI018309	207.172787253331	-0.968358072646313	0.220850326934873	-4.38468027684593	1.16156254202568e-05	0.00389423855684298	-4.38468027684593	-0.863544303512698	TRUE	1920	1920	1920	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI030745	111.761215302412	3.65243254800581	0.835670927677364	4.37065886467687	1.23872191534938e-05	0.00404258174463622	4.37065886467687	3.21636185547344	TRUE	1833	1833	1833	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI006423	3595.77390339087	-0.396802457072349	0.090882832130266	-4.36608815737164	1.26491444523292e-05	0.00404258174463622	-4.36608815737164	-0.367271446691887	FALSE	1954	1954	1894	1	0.96929376	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY							
C_volcano_F_gate																								LITCHI030349	72.2813823824936	-2.96865853282443	0.680189923763224	-4.36445532212534	1.27439891174042e-05	0.00404258174463622	-4.36445532212534	-2.62595079096355	TRUE	4645	4645	4645	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI001085	210.753880399249	-0.976071409796375	0.223877761320156	-4.35984085261842	1.30157069489741e-05	0.00404258174463622	-4.35984085261842	-0.868428326614917	TRUE	3625	3625	2687	1	0.74124138	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI005866	956.809520363526	1.41599296208824	0.324883164008407	4.35846827092461	1.30975906357461e-05	0.00404258174463622	4.35846827092461	1.25347210924446	TRUE	5857	5857	5857	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI020557	158.55723312357	2.23462873550162	0.513972057302227	4.34776308118947	1.37533051580867e-05	0.00409053793462822	4.34776308118947	1.96585032420699	TRUE	947	947	947	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI004207	103.12238509067	1.55910583538726	0.358740226589211	4.34605801030664	1.38605926863131e-05	0.00409053793462822	4.34605801030664	1.37683186857539	TRUE	1939	1939	1766	1	0.91077875	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI025875	607.138435725774	2.47578590652985	0.569711080992872	4.34568676848472	1.3884057787887e-05	0.00409053793462822	4.34568676848472	2.17853457370097	TRUE	1391	1391	1391	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI016340	6745.71106407151	-2.14737102487156	0.494731159921617	-4.34048064652282	1.42171390750728e-05	0.00412615327335507	-4.34048064652282	-1.89395290037359	TRUE	1497	1497	1497	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019319	485.01417302021	1.06614809876166	0.246107735959164	4.33203814015242	1.47735341128494e-05	0.00422457898271111	4.33203814015242	0.946313258042055	TRUE	5978	5978	5837	1	0.97641352	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI013576	525.933795100125	1.55233778262169	0.359003896916188	4.32401373900433	1.53215748129968e-05	0.00431779742374961	4.32401373900433	1.36799353113494	TRUE	3210	3210	1401	1	0.4364486	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI026181	492.169127580219	-0.916849109844451	0.212386270335542	-4.31689444141539	1.5823978426736e-05	0.0043956751501126	-4.31689444141539	-0.816394619229553	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI001999	1397.88277175264	1.28092269464462	0.297546426080802	4.30495069800226	1.67022928093403e-05	0.0045498264014885	4.30495069800226	1.13104965843968	TRUE	2280	2280	2280	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI014256	541.082615875254	0.979015900279916	0.227517151442281	4.30304218417698	1.68468758502017e-05	0.0045498264014885	4.30304218417698	0.858493206596824	TRUE	2797	2797	2797	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI012432	1965.43376463615	-0.885309383928994	0.206784005304457	-4.28132428630306	1.85784389855659e-05	0.00494873624759354	-4.28132428630306	-0.781673306189286	TRUE	1787	1787	1787	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI010987	252.605069537778	2.66019759477751	0.622025222445143	4.27667158627496	1.89708347177112e-05	0.00498227784610392	4.27667158627496	2.3274897448225	TRUE	1445	1445	1445	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI017118	509.91887915185	0.806612533823148	0.18873420385428	4.27380155451804	1.92168083547336e-05	0.00498227784610392	4.27380155451804	0.716643377352243	TRUE	4527	4527	4527	1	1	PASS	2	LITCHI017117;LITCHI017119	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI000241	162.96131706524	2.82124733778602	0.662312927601461	4.25968937070737	2.04711198253594e-05	0.00523764375005412	4.25968937070737	2.48951738063615	TRUE	718	718	85	1	0.1183844	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI024633	118.250298449398	1.17494228824933	0.276632010196716	4.24731139181548	2.16351162646539e-05	0.00537963195435942	4.24731139181548	1.03370963176977	TRUE	4785	4785	4785	1	1	PASS	1	LITCHI024632	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY							
C_volcano_F_gate																								LITCHI026129	396.31926210074	1.44767864959702	0.340936968133622	4.2461768153861	2.17449054213961e-05	0.00537963195435942	4.2461768153861	1.26611543666743	TRUE	1914	1914	1914	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI022817	237.601864938337	1.02582847907163	0.241653786080747	4.24503375555992	2.18560516530931e-05	0.00537963195435942	4.24503375555992	0.908356319673733	TRUE	5043	5043	5043	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI030520	467.841659853879	1.0176252004121	0.240499531106347	4.23129806420336	2.3234653426263e-05	0.00564747294842105	4.23129806420336	0.896444081084344	TRUE	3696	3696	3696	1	1	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI027558	136.949870301624	1.17996099275583	0.280597602281289	4.20517133133934	2.60884452046135e-05	0.00617712054837334	4.20517133133934	1.03506833538307	TRUE	852	852	0	1	0	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE							
C_volcano_F_gate																								LITCHI025238	238.786215663318	-1.36203951160081	0.323930275287396	-4.20473050996047	2.61393418846235e-05	0.00617712054837334	-4.20473050996047	-1.19282998676846	TRUE	4235	4235	4099	1	0.96788666	PASS	0		PASS	PASS	DISCOVERED							
C_volcano_F_gate																								LITCHI019095	317.630685103538	0.884172567831689	0.210378477256285	4.20277102184071	2.63667269485723e-05	0.00617712054837334	4.20277102184071	0.778705508067384	TRUE	1291	1291	1291	1	1	PASS	0		PASS	PASS	DISCOVERED							
