panel	gene_id	canonical_transcript_id	protein_length	protein_md5	swissprot_accession	swissprot_description	swissprot_query_coverage	rice_ortholog_accession	rice_query_coverage	pfam_accessions	interpro_accessions	architecture_union_coverage	interpro_status	swissprot_evidence_pass	rice_rbh_evidence_pass	interpro_pfam_evidence_pass	annotation_evidence_classes	annotation_evidence_class_count	maximum_supported_sequence_coverage	architecture_conflict_status	high_confidence_annotation	reported_function	annotation_status	annotation_failure	resource	upstream_modified_utc	archive_sha256	archive_file_count	species_catalogue_entries	exact_litchi_species_entries	litchi_mature_files	reference_gate_status	reason	allowed_next_action	matrix_id	motif_name	tf_class	tf_family	litchi_tf_gene_id	litchi_tf_max_group_median_normalized_count	tf_expression_status	ame_pass_count_1000bp	ame_pass_count_2000bp	fimo_pass_count_1000bp	fimo_pass_count_2000bp	both_windows_ame_pass	discovery_motif_status	external_transport_status	external_motif_transport_status	direct_replication	DOI	gene_or_pathway	species_or_cultivar	biological_material	accession_overlap	evidence_modality	independent_of_current_datasets	exact_support	limitation	title	source_url
A_annotation	LITCHI002263	LITCHI002263.m1	86	e1cc6de57ed38904d8db7c1e897d64c2								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI002571	LITCHI002571.m1	186	836ce6a3dea0a0eb910d9e9d3d270343	Q9FFD5	CRIB domain-containing protein RIC4	0.8709677419354839					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.8709677419354839	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	CRIB domain-containing protein RIC4	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI003414	LITCHI003414.m1	477	bc5ba388341ad889d3b1fd6e547336b4	Q6NKW9	Glucan endo-1,3-beta-glucosidase 8	0.9454926624737946	Q852K4	0.931			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9454926624737946	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Glucan endo-1,3-beta-glucosidase 8	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI003497	LITCHI003497.m1	887	42b78bf9c4601b1d47bd8292cc7f6b96								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI003742	LITCHI003742.m1	708	c5ff78074f3ce3079e72163f815f28c4	Q9ZVN2	Phytyl ester synthase 1, chloroplastic	0.9194915254237288	A0A0P0V2Z4	0.895			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9194915254237288	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Phytyl ester synthase 1, chloroplastic	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI004207	LITCHI004207.m2	230	0c3a9e014ac5d22c6d51f3b710ddf54a	Q84J78	Single-stranded DNA-binding protein, mitochondrial	0.8130434782608695					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.8130434782608695	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Single-stranded DNA-binding protein, mitochondrial	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI004438	LITCHI004438.m1	431	13e7dd3ed8a3ea1ee9c72886fc6bc649	Q9ZSL6	RNA polymerase sigma factor sigD, chloroplastic	0.6937354988399071					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.6937354988399071	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	RNA polymerase sigma factor sigD, chloroplastic	UNANNOTATED	False																																					
A_annotation	LITCHI004751	LITCHI004751.m2	376	1394520435427a030624ed16782c935a								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI004929	LITCHI004929.m2	191	532b5178d15bbf57682cae17f47d7966	P51823	ADP-ribosylation factor 2	0.9424083769633508					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9424083769633508	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	ADP-ribosylation factor 2	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005008	LITCHI005008.m1	152	4022e9164230bec675f400a82efc6bf8	Q93VR4	MLP-like protein 423	0.993421052631579	Q7XUY5	0.961			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.993421052631579	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	MLP-like protein 423	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005012	LITCHI005012.m1	446	5c5c9ce82d5a6fcc3bdf2fa5e82a4a21	B9HJR7	Xyloglucan O-acetyltransferase 1	0.9798206278026906	Q67V91	0.783			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9798206278026906	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Xyloglucan O-acetyltransferase 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005048	LITCHI005048.m1	1184	757f8fa79700c5a5367bc41e9322e896	B9DFG3	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic	0.9206081081081081	Q6Z5P0	0.89			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9206081081081081	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	DExH-box ATP-dependent RNA helicase DExH15 chloroplastic	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005234	LITCHI005234.m1	217	0220a0ff89c56b0424de9e0c64623e3c								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI005254	LITCHI005254.m2	463	6d8079460197b7d5c7909f33cc3c2312	Q9SS43	Xylan glycosyltransferase MUCI21	0.8682505399568035					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.8682505399568035	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Xylan glycosyltransferase MUCI21	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005454	LITCHI005454.m1	103	6d307206b41886d4aa2c066c08ac5caa								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI005518	LITCHI005518.m1	924	29c1bb685ab3240b222a858f5fbd579d	Q9S7Y7	Alpha-xylosidase 1	0.9880952380952381	Q0JQZ2	0.99			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.99	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Alpha-xylosidase 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005805	LITCHI005805.m1	594	fc59235c84a00f39be941484206191f8	Q88BD4	Phosphomannomutase/phosphoglucomutase	0.6296296296296297	A0A0P0WWN5	0.894			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	True	False	one-to-one reciprocal-best Oryza ortholog	1	0.894	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Phosphomannomutase/phosphoglucomutase	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI005866	LITCHI005866.m1	633	f78fe3e847a29d62f1decadb5e9ed8f2	Q9C9W9	Adagio protein 3	0.9225908372827805	Q2R2W1	0.9			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9225908372827805	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Adagio protein 3	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI006337	LITCHI006337.m1	97	0e147b64303e0eb8e037a56123c460a5								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI006466	LITCHI006466.m2	294	6160951234a14109b10416dc969894c0	A0A1P8B554	Thaumatin-like protein 1	0.7993197278911565	Q10P75	0.895			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.895	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Thaumatin-like protein 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI006481	LITCHI006481.m1	199	fcf87716d2eb05835203245baab65c61								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI006703	LITCHI006703.m1	358	f84592d019bb07477fcec5cbd6032480	Q9LN68	Probable galacturonosyltransferase-like 1	0.9189944134078212					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9189944134078212	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable galacturonosyltransferase-like 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI006920	LITCHI006920.m1	196	ab64dc25ecd59b620706ac38b1b283ad	Q42551	SUMO-conjugating enzyme SCE1	1.0					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	SUMO-conjugating enzyme SCE1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI006923	LITCHI006923.m1	666	cba798e7ca325bb9a9a962e63443cd11	Q93Y06	Probable inactive receptor kinase At5g67200	0.996996996996997	A0A0P0WFL8	0.928			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.996996996996997	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable inactive receptor kinase At5g67200	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI007095	LITCHI007095.m1	299	107cc1405500a8eb2851f9c676424be1	O81004	GTP-binding protein At2g22870	0.842809364548495	Q10PJ0	0.793			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.842809364548495	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	GTP-binding protein At2g22870	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI007293	LITCHI007293.m1	289	57964a81bc29fb709301e33dea77185a								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI007341	LITCHI007341.m1	96	211e4d7c3beea04e87810ec00134975b								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI007955	LITCHI007955.m1	183	641ddab50ff31f8968b1253b325a97f2	O65660	PLAT domain-containing protein 1	0.8415300546448088	Q6ZGP5	0.754			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8415300546448088	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	PLAT domain-containing protein 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI008095	LITCHI008095.m1	662	74a41871a643815508ba30e05e5f3888	Q9LP77	Probable inactive receptor kinase At1g48480	0.9561933534743202					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9561933534743202	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable inactive receptor kinase At1g48480	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI008313	LITCHI008313.m1	516	bd3486a21b12c828e7e61d9b6781dfbf	Q9LV33	Beta-glucosidase 44	0.9186046511627907					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9186046511627907	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Beta-glucosidase 44	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI008330	LITCHI008330.m1	142	0e6e6c081fd7ca6a336f5ecaad4c0700								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI008721	LITCHI008721.m1	136	be3eff7e2d97fb61b26cdeb15af35038								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI008817	LITCHI008817.m1	562	b14f625120e37bc27c9a66967ea50fdc	Q9SS43	Xylan glycosyltransferase MUCI21	0.7686832740213523	Q5VNI5	0.776			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.776	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Xylan glycosyltransferase MUCI21	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI008905	LITCHI008905.m1	776	2e31226882ba17ee4198292ec081e079	Q94A08	Probable galactinol--sucrose galactosyltransferase 2	1.0	Q6ZLJ9	1.0			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	1.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable galactinol--sucrose galactosyltransferase 2	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI009437	LITCHI009437.m1	181	c987c1d818d5c4f1bf1ed3e6df7e1eb6	Q9LTD9	Uncharacterized protein PAM68-like	0.7403314917127072					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.7403314917127072	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Uncharacterized protein PAM68-like	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI009639	LITCHI009639.m1	493	4bc498cfccc6c990619ac8e96ffb4e0a	Q9CA34	Probable xyloglucan galactosyltransferase GT17	0.8052738336713996					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.8052738336713996	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Probable xyloglucan galactosyltransferase GT17	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI009696	LITCHI009696.m1	841	d7ef18d9284d5a51c729d5205710fe59	F4IDJ0	Nucleolar complex-associated protein 3	0.9774078478002378	Q656B0	0.945			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.9774078478002378	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Nucleolar complex-associated protein 3	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010138	LITCHI010138.m5	356	42456efd8bc4a5977b0383e71f972db6	Q8LE10	HVA22-like protein i	0.9747191011235955					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	0.9747191011235955	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	HVA22-like protein i	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010273	LITCHI010273.m1	306	26da5de00a292c0f1784b39b1e41092e	B2WSN1	Eugenol synthase 1	0.9901960784313726	A0A0P0WWN3	0.993			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.993	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Eugenol synthase 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010325	LITCHI010325.m1	181	84ce8d7240e30bfa4c5f891f54a4c45c								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI010434	LITCHI010434.m1	608	68703a5e6f76616d756ad379038265eb	Q8KPU2	tRNA modification GTPase MnmE	0.8569078947368421	Q6Z9X4	0.855			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8569078947368421	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	tRNA modification GTPase MnmE	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010541	LITCHI010541.m1	351	81dab19ab288a4df988414c3a1aa1312	O82161	Protein PHOSPHATE-INDUCED 1	0.8575498575498576	Q0DXF4	0.823			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.8575498575498576	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Protein PHOSPHATE-INDUCED 1	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010704	LITCHI010704.m1	332	61ff1d52f8b591132917b4c465ac84e6				A0A0P0XYL5	0.819			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	True	False	one-to-one reciprocal-best Oryza ortholog	1	0.819	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	family of Oryza ortholog A0A0P0XYL5	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010765	LITCHI010765.m2	314	5a4a84a3909d654d5260b187236e3329	P46604	Homeobox-leucine zipper protein HAT22	1.0668789808917198					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	False	False	reviewed Swiss-Prot DIAMOND match	1	1.0668789808917198	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Homeobox-leucine zipper protein HAT22	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI010845	LITCHI010845.m1	421	8790dcbd681a958028daf04571dcdb4d								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
A_annotation	LITCHI010877	LITCHI010877.m1	737	952482a7d433f0441a53c095d6b6e90e	W8JMU7	Cytochrome P450 81Q32	0.6445047489823609					0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.6445047489823609	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Cytochrome P450 81Q32	UNANNOTATED	False																																					
A_annotation	LITCHI010987	LITCHI010987.m1	256	5f13669acf00b765d1f530e13adad224	Q8L8T7	Cold-regulated protein 27	0.796875	Q10QT4	0.797			0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	True	True	False	reviewed Swiss-Prot DIAMOND match;one-to-one reciprocal-best Oryza ortholog	2	0.797	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	Cold-regulated protein 27	FAMILY_LEVEL_FUNCTION	False																																					
A_annotation	LITCHI011122	LITCHI011122.m1	353	5c0b2e9b095b40c4ef7537b690dd52e5								0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN	False	False	False		0	0.0	NOT_ASSESSABLE_NO_PRECOMPUTED_MATCH	False	unannotated protein	UNANNOTATED	False																																					
