gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status
LITCHI025608	368.326775072396	-1.09304877967237	0.233102304767101	-4.68913759031455	2.74358873531677e-06	0.00127886488498145	-4.68913759031455	-0.988716596673689	TRUE	4917	4917	4702	1	0.95627415	PASS	0		PASS	PASS	DISCOVERED
LITCHI017733	195.783712321265	1.33483169311659	0.285328182427621	4.67823290976592	2.89357763398195e-06	0.00130850272308789	4.67823290976592	1.20953419579057	TRUE	2532	2532	2532	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI015464	188.549037099858	1.2669359040326	0.271439116823258	4.66747725552591	3.04920491342603e-06	0.00133200908602764	4.66747725552591	1.14277684033349	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI028928	361.767765615162	0.996114849840184	0.213518430660539	4.66524059191804	3.08256152590609e-06	0.00133200908602764	4.66524059191804	0.90064975872446	TRUE	1659	1659	1659	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030441	667.216616204896	0.598066185040018	0.129414103068664	4.6213370170537	3.8127480699519e-06	0.00161171491783075	4.6213370170537	0.547266562939225	TRUE	3020	3020	3020	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI018512	64.2461386275212	1.65757689760108	0.362093046724452	4.57776505954965	4.69970095034926e-06	0.00194437627616045	4.57776505954965	1.48418412947372	TRUE	3013	3013	3013	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI024578	120.449140821084	-2.70143238765074	0.592658949684116	-4.55815674274486	5.16045198735181e-06	0.0020905206019595	-4.55815674274486	-2.41266083083437	TRUE	2337	2337	2337	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011520	12209.5865855212	0.837288768501431	0.184053506503805	4.5491595591205	5.38605933552163e-06	0.00213738619957588	4.5491595591205	0.755111197187011	TRUE	6186	6186	6172	1	0.99773683	PASS	0		PASS	PASS	DISCOVERED
LITCHI019664	1113.25218167388	-0.598464438355614	0.131687501486932	-4.54458040131471	5.50447940121635e-06	0.00214069203913304	-4.54458040131471	-0.544540710892249	TRUE	2391	2391	2391	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011959	825.873264879996	-0.680445151877315	0.150030196974012	-4.53538797922915	5.74976898509396e-06	0.00219224035127749	-4.53538797922915	-0.616267517409392	TRUE	930	930	885	1	0.9516129	PASS	0		PASS	PASS	DISCOVERED
LITCHI023124	431.386556305591	2.54975817056461	0.564592795808928	4.51610114314585	6.29885879802223e-06	0.00235540979476043	4.51610114314585	2.26810067317338	TRUE	3758	3758	3654	1	0.97232571	PASS	0		PASS	PASS	DISCOVERED
LITCHI029534	7078.67988427502	1.47658737766418	0.327402002016423	4.51001328205106	6.48235669662061e-06	0.00237829105595826	4.51001328205106	1.31788883087965	TRUE	1621	1621	1605	1	0.99012955	PASS	0		PASS	PASS	DISCOVERED
LITCHI018384	1029.95610815278	-1.55878636749034	0.347588275853953	-4.48457694282331	7.30587402998025e-06	0.00263079112061048	-4.48457694282331	-1.39121613360429	TRUE	4289	4289	4289	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI023296	214.077438691649	-1.28183078401472	0.286831340842313	-4.46893557813618	7.86097997060562e-06	0.00277921373688048	-4.46893557813618	-1.14400903339146	TRUE	2269	2269	2269	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019420	130.809298448237	1.15055575620242	0.259718538501012	4.43001012882233	9.4228662391089e-06	0.00327192203606201	4.43001012882233	1.02524303286225	TRUE	2373	2373	2373	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI028799	106.62631458177	-1.88299748759307	0.427493690927198	-4.40473749100018	1.0591205332528e-05	0.00361308750335099	-4.40473749100018	-1.66826757908033	TRUE	1551	1551	1551	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI018309	207.172787253331	-0.968358072646313	0.220850326934873	-4.38468027684593	1.16156254202568e-05	0.00389423855684298	-4.38468027684593	-0.863544303512698	TRUE	1920	1920	1920	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030745	111.761215302412	3.65243254800581	0.835670927677364	4.37065886467687	1.23872191534938e-05	0.00404258174463622	4.37065886467687	3.21636185547344	TRUE	1833	1833	1833	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030349	72.2813823824936	-2.96865853282443	0.680189923763224	-4.36445532212534	1.27439891174042e-05	0.00404258174463622	-4.36445532212534	-2.62595079096355	TRUE	4645	4645	4645	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005866	956.809520363526	1.41599296208824	0.324883164008407	4.35846827092461	1.30975906357461e-05	0.00404258174463622	4.35846827092461	1.25347210924446	TRUE	5857	5857	5857	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI020557	158.55723312357	2.23462873550162	0.513972057302227	4.34776308118947	1.37533051580867e-05	0.00409053793462822	4.34776308118947	1.96585032420699	TRUE	947	947	947	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI004207	103.12238509067	1.55910583538726	0.358740226589211	4.34605801030664	1.38605926863131e-05	0.00409053793462822	4.34605801030664	1.37683186857539	TRUE	1939	1939	1766	1	0.91077875	PASS	0		PASS	PASS	DISCOVERED
LITCHI025875	607.138435725774	2.47578590652985	0.569711080992872	4.34568676848472	1.3884057787887e-05	0.00409053793462822	4.34568676848472	2.17853457370097	TRUE	1391	1391	1391	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI016340	6745.71106407151	-2.14737102487156	0.494731159921617	-4.34048064652282	1.42171390750728e-05	0.00412615327335507	-4.34048064652282	-1.89395290037359	TRUE	1497	1497	1497	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019319	485.01417302021	1.06614809876166	0.246107735959164	4.33203814015242	1.47735341128494e-05	0.00422457898271111	4.33203814015242	0.946313258042055	TRUE	5978	5978	5837	1	0.97641352	PASS	0		PASS	PASS	DISCOVERED
LITCHI026181	492.169127580219	-0.916849109844451	0.212386270335542	-4.31689444141539	1.5823978426736e-05	0.0043956751501126	-4.31689444141539	-0.816394619229553	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI001999	1397.88277175264	1.28092269464462	0.297546426080802	4.30495069800226	1.67022928093403e-05	0.0045498264014885	4.30495069800226	1.13104965843968	TRUE	2280	2280	2280	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI014256	541.082615875254	0.979015900279916	0.227517151442281	4.30304218417698	1.68468758502017e-05	0.0045498264014885	4.30304218417698	0.858493206596824	TRUE	2797	2797	2797	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI012432	1965.43376463615	-0.885309383928994	0.206784005304457	-4.28132428630306	1.85784389855659e-05	0.00494873624759354	-4.28132428630306	-0.781673306189286	TRUE	1787	1787	1787	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI010987	252.605069537778	2.66019759477751	0.622025222445143	4.27667158627496	1.89708347177112e-05	0.00498227784610392	4.27667158627496	2.3274897448225	TRUE	1445	1445	1445	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI026129	396.31926210074	1.44767864959702	0.340936968133622	4.2461768153861	2.17449054213961e-05	0.00537963195435942	4.2461768153861	1.26611543666743	TRUE	1914	1914	1914	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI022817	237.601864938337	1.02582847907163	0.241653786080747	4.24503375555992	2.18560516530931e-05	0.00537963195435942	4.24503375555992	0.908356319673733	TRUE	5043	5043	5043	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030520	467.841659853879	1.0176252004121	0.240499531106347	4.23129806420336	2.3234653426263e-05	0.00564747294842105	4.23129806420336	0.896444081084344	TRUE	3696	3696	3696	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI025238	238.786215663318	-1.36203951160081	0.323930275287396	-4.20473050996047	2.61393418846235e-05	0.00617712054837334	-4.20473050996047	-1.19282998676846	TRUE	4235	4235	4099	1	0.96788666	PASS	0		PASS	PASS	DISCOVERED
LITCHI019095	317.630685103538	0.884172567831689	0.210378477256285	4.20277102184071	2.63667269485723e-05	0.00617712054837334	4.20277102184071	0.778705508067384	TRUE	1291	1291	1291	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI016580	177.57860216937	-1.30569271248066	0.311722899867036	-4.18863263827456	2.80640267357396e-05	0.00649100319243502	-4.18863263827456	-1.14382316788612	TRUE	696	696	696	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI026900	433.833362997512	1.05444528370577	0.251889785106659	4.18613753336319	2.83741461227553e-05	0.00649100319243502	4.18613753336319	0.925107917783207	TRUE	2660	2660	2660	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI031097	2701.56362099245	-0.738820690518999	0.176734297230169	-4.18040358944478	2.90992167742652e-05	0.00657946825785566	-4.18040358944478	-0.654000676362722	TRUE	1894	1894	1894	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI010434	465.309838680997	0.765623699485611	0.183331132780618	4.17617939666467	2.96446060057055e-05	0.00660260533646317	4.17617939666467	0.677880972315311	TRUE	3326	3326	3196	1	0.96091401	PASS	0		PASS	PASS	DISCOVERED
LITCHI029495	21.7388429031998	-5.65907469563451	1.35567025695907	-4.1743740165315	2.9880651561263e-05	0.00660260533646317	-4.1743740165315	-0.205926795900987	TRUE	1706	1706	1375	1	0.8059789	PASS	0		PASS	PASS	DISCOVERED
LITCHI019076	10.0008254318078	-6.09732812414933	1.46758575716613	-4.15466564347362	3.25763552385871e-05	0.00711738457993625	-4.15466564347362	-0.120554316556982	TRUE	1043	1043	1043	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI021914	310.053846081503	-0.794019395701095	0.191578517918414	-4.14461602651733	3.40383578812978e-05	0.00727336119782237	-4.14461602651733	-0.699593293532038	TRUE	1950	1950	1950	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005254	11.8296332789779	-4.78969999903453	1.16435809863039	-4.11359701510091	3.89541219970951e-05	0.00789023856493245	-4.11359701510091	-0.231324000583505	TRUE	2523	2523	2523	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI008095	1090.11512708495	-1.02465519702955	0.249244795510446	-4.11103949003663	3.93881820327862e-05	0.00789590927451059	-4.11103949003663	-0.893631144096346	TRUE	3777	3777	3777	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005454	1525.52055305266	-0.885430279901579	0.216125238926354	-4.0968388712958	4.18830209690758e-05	0.00831036064024162	-4.0968388712958	-0.775056678544732	TRUE	367	367	367	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI019897	648.245016373014	0.843069201971418	0.206741128600937	4.07789784101815	4.54447251884453e-05	0.00890567674729033	4.07789784101815	0.734400376905551	TRUE	6042	6042	5976	1	0.98907646	PASS	0		PASS	PASS	DISCOVERED
LITCHI004751	327.510358015588	0.74242220088451	0.182140780981797	4.07608991727507	4.57993147199297e-05	0.00890567674729033	4.07608991727507	0.653335021703173	TRUE	2643	2643	2643	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011536	560.480168813208	1.28566991562519	0.31564513497242	4.07314979126014	4.63815728019264e-05	0.00892960082310355	4.07314979126014	1.11448518051639	TRUE	4299	4299	4299	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017561	35.6544383178822	3.02538115857601	0.747478691914309	4.04744802935846	5.17790736543971e-05	0.00985441008076491	4.04744802935846	2.59578306648454	TRUE	555	555	555	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI030216	2457.52627873262	1.11016595345081	0.274416053522084	4.04555760933815	5.21987265784925e-05	0.00985441008076491	4.04555760933815	0.961793608529848	TRUE	3030	3030	3030	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI029066	3341.24572269634	-1.73638501526778	0.429450572015144	-4.04327093364902	5.27106516400743e-05	0.00985537135712735	-4.04327093364902	-1.49586410800377	TRUE	1657	1657	1657	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI005012	1653.21982506505	-0.603717446828414	0.149620458800789	-4.0349926184375	5.46040141882968e-05	0.0100595515648978	-4.0349926184375	-0.533778102345556	TRUE	4017	4017	4017	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017310	814.64257691386	-1.8443511902293	0.45720257544388	-4.03399125308665	5.48373600349276e-05	0.0100595515648978	-4.03399125308665	-1.58729293577404	TRUE	3101	3101	3101	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI013379	302.920001708466	0.929987136454016	0.23098795987339	4.02612818851581	5.67027850895504e-05	0.0103045388417412	4.02612818851581	0.808211759155377	TRUE	252	252	252	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI025819	422.258855639359	-1.180436171034	0.294341222480791	-4.0104344239823	6.06071319015225e-05	0.0106625384470729	-4.0104344239823	-1.01902316287185	TRUE	1865	1865	1865	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI010845	6243.36711330148	-0.589437260790394	0.147167685554544	-4.00520847065938	6.19628102092689e-05	0.0106625384470729	-4.00520847065938	-0.520016131873097	TRUE	2741	2741	2741	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI009696	595.43979777499	0.877317013434791	0.219652509933542	3.994113309701	6.49368055912043e-05	0.0110762823221137	3.994113309701	0.760645676074318	TRUE	4017	4017	4017	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI020862	819.329893393272	1.68182036176105	0.42367952485829	3.96955779801627	7.20061394247294e-05	0.0120703394923609	3.96955779801627	1.43470119387753	TRUE	4830	4830	4830	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI014813	127.850385593224	1.19184717471856	0.300709768970286	3.96344681052356	7.38753290199509e-05	0.0122778271178884	3.96344681052356	1.02261905302042	TRUE	2107	2107	2023	1	0.96013289	PASS	0		PASS	PASS	DISCOVERED
LITCHI010541	353.079843259943	-1.93771431424803	0.490389566761243	-3.95137752837113	7.77026341327517e-05	0.0127348877162897	-3.95137752837113	-1.65330010121711	TRUE	1482	1482	1482	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI017753	607.356746189413	-1.48680468278964	0.376350705591509	-3.9505829554719	7.79610697528955e-05	0.0127348877162897	-3.9505829554719	-1.27230664026242	TRUE	1184	1184	1184	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI027669	687.636004108713	-1.1700691646389	0.296320639754012	-3.94865901211007	7.85902044718313e-05	0.0127348877162897	-3.94865901211007	-1.00414947487865	TRUE	2734	2734	2734	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI021828	3092.54107250465	-0.87216298559225	0.22127295969828	-3.94157056868359	8.09498108912677e-05	0.0129022055145959	-3.94157056868359	-0.754548933606121	TRUE	2011	2011	2011	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI029443	16.5201199170341	-6.13477361654741	1.55729475221056	-3.93937859730098	8.16929278582994e-05	0.0129147884732084	-3.93937859730098	-0.0884898375296523	TRUE	2738	2738	2692	1	0.98319942	PASS	0		PASS	PASS	DISCOVERED
LITCHI003742	2365.94234716585	0.963236541966524	0.245090726827246	3.93012234463473	8.49026496972657e-05	0.013283710325449	3.93012234463473	0.82966376396924	TRUE	3145	3145	3001	1	0.95421304	PASS	0		PASS	PASS	DISCOVERED
LITCHI014759	407.911798367038	0.849969569756354	0.216550173729634	3.92504681532859	8.67128724590261e-05	0.013283710325449	3.92504681532859	0.733812646825653	TRUE	5413	5413	5413	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI013276	67.5146406436374	-3.6536389628409	0.931707517709575	-3.92144411566268	8.80198636437242e-05	0.0132931244960457	-3.92144411566268	-3.0965434138505	TRUE	1196	1196	1196	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI029667	33.2528946649913	-2.45463725882432	0.626094201980331	-3.92055580623543	8.83449738393978e-05	0.0132931244960457	-3.92055580623543	-2.08449134091986	TRUE	2760	2760	2578	1	0.93405797	PASS	0		PASS	PASS	DISCOVERED
LITCHI016983	2556.52814026077	-0.746760905700001	0.19054282564385	-3.91912370973126	8.88714931594723e-05	0.0132931244960457	-3.91912370973126	-0.647218779234099	TRUE	2817	2817	2645	1	0.93894214	PASS	0		PASS	PASS	DISCOVERED
LITCHI013088	310.442641553144	-1.011668265781	0.258330844626592	-3.91617294962719	8.99657196515062e-05	0.0133540718978896	-3.91617294962719	-0.868448745070782	TRUE	1531	1531	1456	1	0.95101241	PASS	0		PASS	PASS	DISCOVERED
LITCHI015950	600.794072023032	0.883765913569474	0.225909796823224	3.91203004914845	9.15235203765221e-05	0.0134135175408401	3.91203004914845	0.761529159466493	TRUE	4111	4111	4111	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI011424	131.947209408165	1.11630166760944	0.286686351678918	3.89380820214167	9.86826845002114e-05	0.0143200358216911	3.89380820214167	0.953192624694677	TRUE	1735	1735	1406	1	0.81037464	PASS	0		PASS	PASS	DISCOVERED
LITCHI016395	231.229824991485	2.43386897971149	0.632074023206383	3.85060750853985	0.000117825194293854	0.0166022529206087	3.85060750853985	2.04466288279732	TRUE	3072	3072	2490	1	0.81054688	PASS	0		PASS	PASS	DISCOVERED
LITCHI027135	120.667720539301	-1.05820066585026	0.275750485148978	-3.8375296612028	0.000124278227044332	0.017162174612666	-3.8375296612028	-0.899239271999771	TRUE	1298	1298	1298	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI007293	1355.21202273436	-0.730037782635866	0.190252889324249	-3.83719682381095	0.000124446727713341	0.017162174612666	-3.83719682381095	-0.628849083758866	TRUE	870	870	841	1	0.96666667	PASS	0		PASS	PASS	DISCOVERED
LITCHI014914	73.6105334219191	3.40666375247417	0.890157114408543	3.82703648303445	0.000129695298191992	0.0175133685648839	3.82703648303445	2.85538474757772	TRUE	2253	2253	2253	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI014858	197.755244681918	2.19092478072678	0.574028777744852	3.81675077220714	0.000135220634356788	0.0180957507647159	3.81675077220714	1.83422579525645	TRUE	2513	2513	2513	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI027763	122.681599438982	-1.31900810871656	0.345788184983867	-3.81449733101234	0.000136460411712112	0.0180957507647159	-3.81449733101234	-1.11288288439879	TRUE	522	522	522	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI006466	212.628741041428	-2.90585812748376	0.761915805016815	-3.81388351357225	0.000136799967210761	0.0180957507647159	-3.81388351357225	-2.43298221130489	TRUE	2747	2747	2747	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI031448	62.9067924691816	5.0400074040038	1.33375064866804	3.77882283246651	0.000157571477477277	0.0207025498617949	3.77882283246651	4.19211002615918	TRUE	2706	2706	2299	1	0.8495935	PASS	0		PASS	PASS	DISCOVERED
LITCHI021120	488.686279659169	-0.690888890755379	0.182974071544553	-3.77588411802464	0.000159441108847754	0.0208075997419099	-3.77588411802464	-0.5918923574961	TRUE	2449	2449	2449	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI031200	86.9422527785937	-2.00322323132095	0.532133062234416	-3.76451563244249	0.00016687222924367	0.0214889436930011	-3.76451563244249	-1.67254987387084	TRUE	1002	1002	985	1	0.98303393	PASS	0		PASS	PASS	DISCOVERED
LITCHI018073	130.058294598177	-3.27682717125617	0.871134147786107	-3.76156436937281	0.000168853952734848	0.0216010862561126	-3.76156436937281	-2.72165459105312	TRUE	776	776	776	1	1	PASS	0		PASS	PASS	DISCOVERED
LITCHI007955	1102.56948863054	-1.69097855203688	0.450997020737171	-3.7494228881444	0.000177241985374568	0.0223796779584966	-3.7494228881444	-1.41099927673744	TRUE	1004	1004	1004	1	1	PASS	0		PASS	PASS	DISCOVERED
