gene_id	canonical_transcript_id	protein_md5	protein_length	found	match_count	sources	pfam_accessions	interpro_accessions	architecture_union_coverage	interpro_status
LITCHI003497	LITCHI003497.m1	42b78bf9c4601b1d47bd8292cc7f6b96	887	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI003742	LITCHI003742.m1	c5ff78074f3ce3079e72163f815f28c4	708	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI004207	LITCHI004207.m2	0c3a9e014ac5d22c6d51f3b710ddf54a	230	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI004438	LITCHI004438.m1	13e7dd3ed8a3ea1ee9c72886fc6bc649	431	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI004751	LITCHI004751.m2	1394520435427a030624ed16782c935a	376	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI004929	LITCHI004929.m2	532b5178d15bbf57682cae17f47d7966	191	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005008	LITCHI005008.m1	4022e9164230bec675f400a82efc6bf8	152	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005012	LITCHI005012.m1	5c5c9ce82d5a6fcc3bdf2fa5e82a4a21	446	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005048	LITCHI005048.m1	757f8fa79700c5a5367bc41e9322e896	1184	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005234	LITCHI005234.m1	0220a0ff89c56b0424de9e0c64623e3c	217	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005254	LITCHI005254.m2	6d8079460197b7d5c7909f33cc3c2312	463	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005454	LITCHI005454.m1	6d307206b41886d4aa2c066c08ac5caa	103	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005518	LITCHI005518.m1	29c1bb685ab3240b222a858f5fbd579d	924	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005805	LITCHI005805.m1	fc59235c84a00f39be941484206191f8	594	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI005866	LITCHI005866.m1	f78fe3e847a29d62f1decadb5e9ed8f2	633	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006337	LITCHI006337.m1	0e147b64303e0eb8e037a56123c460a5	97	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006466	LITCHI006466.m2	6160951234a14109b10416dc969894c0	294	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006481	LITCHI006481.m1	fcf87716d2eb05835203245baab65c61	199	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006703	LITCHI006703.m1	f84592d019bb07477fcec5cbd6032480	358	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006920	LITCHI006920.m1	ab64dc25ecd59b620706ac38b1b283ad	196	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI006923	LITCHI006923.m1	cba798e7ca325bb9a9a962e63443cd11	666	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI007095	LITCHI007095.m1	107cc1405500a8eb2851f9c676424be1	299	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI007293	LITCHI007293.m1	57964a81bc29fb709301e33dea77185a	289	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI007341	LITCHI007341.m1	211e4d7c3beea04e87810ec00134975b	96	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI007955	LITCHI007955.m1	641ddab50ff31f8968b1253b325a97f2	183	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008095	LITCHI008095.m1	74a41871a643815508ba30e05e5f3888	662	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008313	LITCHI008313.m1	bd3486a21b12c828e7e61d9b6781dfbf	516	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008330	LITCHI008330.m1	0e6e6c081fd7ca6a336f5ecaad4c0700	142	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008721	LITCHI008721.m1	be3eff7e2d97fb61b26cdeb15af35038	136	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008817	LITCHI008817.m1	b14f625120e37bc27c9a66967ea50fdc	562	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI008905	LITCHI008905.m1	2e31226882ba17ee4198292ec081e079	776	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI009437	LITCHI009437.m1	c987c1d818d5c4f1bf1ed3e6df7e1eb6	181	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI009639	LITCHI009639.m1	4bc498cfccc6c990619ac8e96ffb4e0a	493	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI009696	LITCHI009696.m1	d7ef18d9284d5a51c729d5205710fe59	841	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010138	LITCHI010138.m5	42456efd8bc4a5977b0383e71f972db6	356	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010273	LITCHI010273.m1	26da5de00a292c0f1784b39b1e41092e	306	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010325	LITCHI010325.m1	84ce8d7240e30bfa4c5f891f54a4c45c	181	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010434	LITCHI010434.m1	68703a5e6f76616d756ad379038265eb	608	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010541	LITCHI010541.m1	81dab19ab288a4df988414c3a1aa1312	351	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010704	LITCHI010704.m1	61ff1d52f8b591132917b4c465ac84e6	332	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010765	LITCHI010765.m2	5a4a84a3909d654d5260b187236e3329	314	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010845	LITCHI010845.m1	8790dcbd681a958028daf04571dcdb4d	421	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010877	LITCHI010877.m1	952482a7d433f0441a53c095d6b6e90e	737	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI010987	LITCHI010987.m1	5f13669acf00b765d1f530e13adad224	256	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011122	LITCHI011122.m1	5c0b2e9b095b40c4ef7537b690dd52e5	353	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011195	LITCHI011195.m1	25f8078c4990c450a6a030e5f76b474e	133	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011255	LITCHI011255.m1	f98db181265c4ce5cc2d1972a24b9bdc	1463	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011424	LITCHI011424.m1	b394e58e77c5c13bab9372972af07e93	193	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011520	LITCHI011520.m1	99b7a3a58594e490e2328913db4aa5d1	1171	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011536	LITCHI011536.m1	85c9c68aaf636006a4df1afcd2499807	641	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI011959	LITCHI011959.m1	9e32985bcc841a30a360aa3773740d19	309	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI012432	LITCHI012432.m1	fa4f68f84cc087f71b64fd97d1bf37a0	469	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI012815	LITCHI012815.m1	748157be25750fd8af1f254c690a92b8	229	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013088	LITCHI013088.m1	840fddc61e132f079bd0af8710a459a1	441	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013276	LITCHI013276.m1	e9d511f619d8d9b92e120dfeae517199	118	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013379	LITCHI013379.m1	c7917ba1fd226be08204c3e6398cb0d8	83	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013895	LITCHI013895.m1	8fd9b6b2e2640d78638f6192742693b9	255	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013915	LITCHI013915.m1	7cccb15b38dd51abfb43b4071c7af416	900	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI013925	LITCHI013925.m1	7ffe26f96674c860e335a3e756b6f257	591	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014256	LITCHI014256.m1	59c3568b06f4d09085877931064e1204	489	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014400	LITCHI014400.m1	fb58bd2c7d2df8c8a1435b599f99ac49	97	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014480	LITCHI014480.m1	5b5f8939d69b9b7526babf4f00e033c5	1311	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014613	LITCHI014613.m1	ed04f5868380c97530bd049d047f21d4	486	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014624	LITCHI014624.m1	baf1b7f474e3be3b3cf015542b8f4fbc	196	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014759	LITCHI014759.m2	4e1ee7788d1d07d27d8f5129e3d1a8c7	694	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014813	LITCHI014813.m1	b3c4375a46ac3ae3a914e1b05238bb62	683	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014858	LITCHI014858.m1	b758325df7ef1e77f6e2addb37b8e816	339	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI014914	LITCHI014914.m1	d79489bc4c9fdc20b2de5c368f260dda	502	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI015464	LITCHI015464.m1	4dce5a4a38e0f54d5191c244fbaa37fd	526	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI015702	LITCHI015702.m1	00a725969346a17abf3f2fefd72c1698	301	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI015740	LITCHI015740.m1	ea49e5ab102d4dcecc72fdfbed325301	101	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI015950	LITCHI015950.m1	3ce266c3eebc76a887f90a59935e7b76	614	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI015982	LITCHI015982.m1	1fe94b779df378c4871e04d359c79f65	380	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016077	LITCHI016077.m1	06a1dd9d83078343ff763fcbfd2b1486	471	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016297	LITCHI016297.m1	901959e052866cc8ca656e125d818fa1	364	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016340	LITCHI016340.m1	3a1ac93649233025e97e5f806912f1dc	195	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016395	LITCHI016395.m1	04607334ae68e47b6c861def40f88be6	810	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016580	LITCHI016580.m1	ed0664935218ed3ac3d233e7fd1a8d8c	189	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016665	LITCHI016665.m1	4724ce1480f965a1c9048814e264b0b2	376	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016846	LITCHI016846.m1	a9501835791458a7281525842a393f7e	437	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016911	LITCHI016911.m1	5263bf1b6d577dbd68d520b66ad144e5	482	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016917	LITCHI016917.m1	aba78eab52953f9d2e6265d9c64678b4	325	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016983	LITCHI016983.m1	ef25a6ede6ad659d9a695f6195e6497d	662	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI016994	LITCHI016994.m1	78907ed9cde255b554c370181003987d	645	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017301	LITCHI017301.m3	b9decde93bcea6765fec4641174cdb79	915	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017310	LITCHI017310.m1	d406fa93c5b80195a034268da284a5e7	197	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017559	LITCHI017559.m1	ae76a2e5ba9b153380ccbd92de39251b	107	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017561	LITCHI017561.m1	282258b8fb31a7674b9b417be061b8ec	184	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017634	LITCHI017634.m1	69a367b962b7403d66559a7294b29665	477	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017733	LITCHI017733.m1	27cb585f250a527ab84cdf409146110b	570	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017753	LITCHI017753.m1	3aab708aee46488e057df01a4b16227d	160	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017862	LITCHI017862.m1	ee5689525ad146b3ce74ff9c4dd3ccbf	466	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI017954	LITCHI017954.m1	159ad39b0e084f29cef4244aadb031e1	434	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI018073	LITCHI018073.m1	52d6f6edcac37494d080f48af31837a7	169	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI018309	LITCHI018309.m1	6e16ed3e748bcd64464ccdb02a83e1fb	165	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI018384	LITCHI018384.m1	b54ba13dcf41b9a0f84b4110c564581e	299	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI018512	LITCHI018512.m1	1378e149512b621be11224b60f37f141	662	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI018722	LITCHI018722.m1	e2c7a8b74df28fe8caf001fe50376348	378	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019041	LITCHI019041.m2	39cbba478027b20271b359eef689f4a2	966	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019076	LITCHI019076.m1	19b0f60ea31382fc93228fd4fc2d8bd1	78	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019095	LITCHI019095.m4	55057da20d1019149906a3c82f475bae	196	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019186	LITCHI019186.m1	1418d5491541701af6754976bd3f1e40	853	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019319	LITCHI019319.m1	28b609501b2901ef6550a8e016707d3b	963	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019420	LITCHI019420.m1	339f80e472f546c5359de74aa2c168ad	790	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019626	LITCHI019626.m1	1ac198c0dcbdb031b366814b150644f0	953	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019664	LITCHI019664.m1	18109c1d2cf197814f561fd4e0b8c231	667	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019822	LITCHI019822.m1	b3a16cf4b8b7dc91162167ad1c274171	325	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019823	LITCHI019823.m1	c6fa2b6fb6017255837897ada692a393	327	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019824	LITCHI019824.m1	92604187058c58ac246e30fef721b15b	184	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019857	LITCHI019857.m2	28b295407a6576f29f2a90f3a3171d5d	643	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019897	LITCHI019897.m2	bcb2a36e7386b5e5b560d0ee34a00275	1076	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI019913	LITCHI019913.m1	997b5f2390a26b5da75e16969e039706	1277	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI020058	LITCHI020058.m4	245aaeb26e1538e56689f2da4b6ef788	513	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI020557	LITCHI020557.m1	905240e9bc2e7bb97530400637c01b57	95	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI020645	LITCHI020645.m1	137012be6e577db20d9d562c6a9814e3	368	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI020862	LITCHI020862.m1	d53a189a86debc2b27868160999f1eec	821	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021120	LITCHI021120.m1	ed7b6b543314db641e20ead21fea476b	533	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021264	LITCHI021264.m1	39ee5228a4b950444c3552c032823ba9	78	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021309	LITCHI021309.m1	481395a78bcf278a56468acd331d6d4c	170	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021546	LITCHI021546.m2	ca0f5e7fce946f96243180c79fb59d09	1163	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021650	LITCHI021650.m3	e875b408e5e1159014b268085ec52ba4	273	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021828	LITCHI021828.m1	e20f0f14844bb8ec416f4158ac21254b	160	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021860	LITCHI021860.m1	072be087b77090ed70f79078b417ad93	582	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI021914	LITCHI021914.m1	43edde0b46662ea8da5ef77faed92d59	289	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI022018	LITCHI022018.m1	70ddae7a138c47efac0410d5d0ec5639	453	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI022605	LITCHI022605.m1	ec96fec158224f253e22423b28bebd88	882	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI022789	LITCHI022789.m1	7e5fcdb190ed9794ecc721cc8be0cdd0	245	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI022817	LITCHI022817.m1	d3c94b2d65bf8e4fff3a39efb60dc1d6	182	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023078	LITCHI023078.m1	2044db48cdb4d1483e2905195f520a8a	764	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023108	LITCHI023108.m1	e26fc9f8327978a3c39376c1fe7888f0	521	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023124	LITCHI023124.m1	ab38013312e0566f4b107947ffdadc57	908	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023129	LITCHI023129.m1	215a509849db0261805cf7b702f9abd3	1187	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023296	LITCHI023296.m1	100eb01f660c620d3aa596e763347a46	479	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023464	LITCHI023464.m1	98df98234274fde94c0384d5b234697c	241	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI023626	LITCHI023626.m1	1ff98f8cc66f41b59f38488a4ded7c5d	167	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI024578	LITCHI024578.m1	75e7a28e9fc21b3a33b5f100ae92b118	327	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI024820	LITCHI024820.m1	ae75a80f5a7fe9a11689ff7f27132465	525	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025047	LITCHI025047.m1	7f0f68256677c78cffc28abf0ab496a1	164	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025204	LITCHI025204.m2	d3cc5873054bdf6c6b2bedc3f0160cd8	226	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025238	LITCHI025238.m1	b820457bbea1d2b3eecc589f174e93e3	764	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025608	LITCHI025608.m1	beb792b7bef05d6ee31c75e7d23df961	1382	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025819	LITCHI025819.m1	2925bdbe31c579de8af6254e02f536f6	244	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI025875	LITCHI025875.m1	aaec15ef67dc7a21c9942b2c368dc230	300	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI026128	LITCHI026128.m2	76bf21e3e1241839fa32e33dcbf2f7b8	198	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI026129	LITCHI026129.m1	777807b8bbe73051842b2372b1798832	288	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI026181	LITCHI026181.m1	9d15687de795a531c6e5c3f9acfcae7e	662	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI026900	LITCHI026900.m1	dcae4558f8bd9b8d813a8567bb3b5feb	522	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
LITCHI027034	LITCHI027034.m1	efea07a586fb38152060e15fb971f782	517	False	0				0.0	NO_PRECOMPUTED_MATCH_SUBMIT_INTERPROSCAN
