gene_id	sample_id	cultivar	treatment	union_exon_bases	covered_exonic_bases	exonic_coverage_breadth	mean_exonic_depth	overlapping_primary_alignments	unique_alignments	multi_alignments	multi_alignment_fraction	nm_events	aligned_bases	alignment_mismatch_rate
LITCHI022789	GW_P1	Guiwei	infected	1921	1051	0.5471108797501302	104.60957834461217	1360	1356	4	0.0029411764705882353	0	202757	0.0
LITCHI022817	GW_P1	Guiwei	infected	5043	3809	0.7553043823121158	13.31548681340472	458	453	5	0.010917030567685589	0	67759	0.0
LITCHI023078	GW_P1	Guiwei	infected	2911	2695	0.9257986946066644	13.792511164548266	270	270	0	0.0	0	40159	0.0
LITCHI023108	GW_P1	Guiwei	infected	1968	1843	0.9364837398373984	99.98272357723577	1350	1346	4	0.002962962962962963	0	200878	0.0
LITCHI023124	GW_P1	Guiwei	infected	3758	3206	0.8531133581692389	45.08648217136775	1155	1120	35	0.030303030303030304	0	172001	0.0
LITCHI023129	GW_P1	Guiwei	infected	5941	5142	0.8655108567581216	37.38394209729002	1497	1477	20	0.013360053440213761	0	223129	0.0
LITCHI023296	GW_P1	Guiwei	infected	2269	1746	0.7695019832525342	21.394446892904362	330	330	0	0.0	0	48624	0.0
LITCHI023464	GW_P1	Guiwei	infected	1773	1494	0.8426395939086294	3.997179921037789	50	48	2	0.04	0	7299	0.0
LITCHI023626	GW_P1	Guiwei	infected	1163	759	0.6526225279449699	457.3602751504729	3696	2788	908	0.24567099567099568	0	547908	0.0
LITCHI024578	GW_P1	Guiwei	infected	2337	1222	0.5228925973470261	19.439452289259734	312	312	0	0.0	0	45516	0.0
LITCHI024820	GW_P1	Guiwei	infected	2380	2054	0.8630252100840337	131.35588235294117	2114	2098	16	0.007568590350047304	0	313284	0.0
LITCHI025047	GW_P1	Guiwei	infected	4988	3999	0.8017241379310345	197.72534081796312	6835	6747	88	0.012874908558888076	0	1010855	0.0
LITCHI025204	GW_P1	Guiwei	infected	1941	1786	0.9201442555383823	45.46367851622875	619	619	0	0.0	0	89615	0.0
LITCHI025238	GW_P1	Guiwei	infected	4235	2974	0.7022432113341204	26.509799291617473	760	754	6	0.007894736842105263	0	113206	0.0
LITCHI025608	GW_P1	Guiwei	infected	4917	4263	0.8669920683343502	23.263575350823672	871	871	0	0.0	0	129786	0.0
LITCHI025819	GW_P1	Guiwei	infected	1865	1683	0.9024128686327078	94.09919571045576	1201	1105	96	0.07993338884263114	0	176150	0.0
LITCHI025875	GW_P1	Guiwei	infected	1391	1261	0.9065420560747663	162.8001437814522	1565	1555	10	0.006389776357827476	0	229999	0.0
LITCHI026128	GW_P1	Guiwei	infected	1694	1345	0.793978748524203	129.4763872491145	1492	1486	6	0.004021447721179625	0	220072	0.0
LITCHI026129	GW_P1	Guiwei	infected	1914	1855	0.9691745036572623	57.62486938349007	740	730	10	0.013513513513513514	0	110335	0.0
LITCHI026181	GW_P1	Guiwei	infected	1989	1648	0.8285570638511816	83.71292106586225	1205	1203	2	0.0016597510373443983	0	178814	0.0
LITCHI026900	GW_P1	Guiwei	infected	2660	2086	0.7842105263157895	43.95	782	752	30	0.03836317135549872	0	117228	0.0
LITCHI027034	GW_P1	Guiwei	infected	1692	1686	0.9964539007092199	64.43321513002364	745	743	2	0.0026845637583892616	0	109735	0.0
LITCHI027135	GW_P1	Guiwei	infected	1298	1298	1.0	25.722650231124806	239	239	0	0.0	0	35705	0.0
LITCHI027173	GW_P1	Guiwei	infected	2897	2474	0.8539868829823956	8.368657231618917	164	162	2	0.012195121951219513	0	24265	0.0
LITCHI027341	GW_P1	Guiwei	infected	2795	2336	0.835778175313059	17.487298747763862	332	302	30	0.09036144578313253	0	49238	0.0
LITCHI027423	GW_P1	Guiwei	infected	4590	1695	0.369281045751634	14.428976034858389	453	413	40	0.08830022075055188	0	67517	0.0
LITCHI027669	GW_P1	Guiwei	infected	2734	2296	0.8397951719092904	99.71470373079737	1940	1920	20	0.010309278350515464	0	287923	0.0
LITCHI027763	GW_P1	Guiwei	infected	522	436	0.8352490421455939	27.74137931034483	139	138	1	0.007194244604316547	0	20664	0.0
LITCHI027783	GW_P1	Guiwei	infected	2347	1695	0.722198551342139	35.77929271410311	577	563	14	0.024263431542461005	0	84678	0.0
LITCHI028081	GW_P1	Guiwei	infected	1636	1471	0.8991442542787286	89.9559902200489	1046	1040	6	0.0057361376673040155	0	155255	0.0
LITCHI028340	GW_P1	Guiwei	infected	687	565	0.8224163027656477	85.66812227074236	604	515	89	0.14735099337748345	0	90020	0.0
LITCHI028428	GW_P1	Guiwei	infected	6349	4912	0.7736651441171838	8.881556150574895	380	378	2	0.005263157894736842	0	56444	0.0
LITCHI028584	GW_P1	Guiwei	infected	3998	3870	0.967983991995998	237.67958979489745	6512	6492	20	0.003071253071253071	0	960697	0.0
LITCHI028716	GW_P1	Guiwei	infected	5125	4781	0.9328780487804879	9.881170731707318	352	344	8	0.022727272727272728	0	51519	0.0
LITCHI028717	GW_P1	Guiwei	infected	504	504	1.0	2067.123015873016	10013	9812	201	0.020073903924897635	0	1478803	0.0
LITCHI028799	GW_P1	Guiwei	infected	1551	727	0.4687298517085751	21.838168923275305	226	226	0	0.0	0	33887	0.0
LITCHI028926	GW_P1	Guiwei	infected	3078	2335	0.7586094866796621	6.233918128654971	137	137	0	0.0	0	20512	0.0
LITCHI028928	GW_P1	Guiwei	infected	1659	1495	0.9011452682338759	69.99879445449066	808	808	0	0.0	0	120528	0.0
LITCHI029020	GW_P1	Guiwei	infected	4418	4075	0.922363060208239	60.80443639655953	1814	1792	22	0.012127894156560088	0	269201	0.0
LITCHI029021	GW_P1	Guiwei	infected	2084	1960	0.9404990403071017	35.48800383877159	500	500	0	0.0	0	73957	0.0
LITCHI029066	GW_P1	Guiwei	infected	1657	1597	0.963789981894991	408.85757392878696	4645	4622	23	0.0049515608180839615	0	689732	0.0
LITCHI029373	GW_P1	Guiwei	infected	2488	2418	0.9718649517684887	65.61696141479099	1120	1092	28	0.025	0	165855	0.0
LITCHI029443	GW_P1	Guiwei	infected	2738	1185	0.43279766252739227	1.3133674214755295	24	24	0	0.0	0	3596	0.0
LITCHI029495	GW_P1	Guiwei	infected	1706	919	0.5386869871043376	2.94021101992966	41	35	6	0.14634146341463414	0	6063	0.0
LITCHI029534	GW_P1	Guiwei	infected	1621	1594	0.9833436150524367	1071.4737816162863	11868	11766	102	0.008594539939332659	0	1745480	0.0
LITCHI029667	GW_P1	Guiwei	infected	2760	2236	0.8101449275362319	6.077898550724638	115	115	0	0.0	0	16861	0.0
LITCHI029789	GW_P1	Guiwei	infected	1861	1261	0.6775926921010209	1037.5480924234282	14075	13383	692	0.0491651865008881	0	1988325	0.0
LITCHI030216	GW_P1	Guiwei	infected	3030	2750	0.9075907590759076	185.8897689768977	3865	3813	52	0.013454075032341526	0	567966	0.0
LITCHI030334	GW_P1	Guiwei	infected	2007	1818	0.905829596412556	6.4040857000498255	104	104	0	0.0	0	13516	0.0
LITCHI030349	GW_P1	Guiwei	infected	4645	3849	0.8286329386437029	10.589666307857911	336	336	0	0.0	0	49267	0.0
LITCHI030441	GW_P1	Guiwei	infected	3020	2396	0.7933774834437086	66.31026490066225	1357	1345	12	0.008843036109064112	0	202304	0.0
LITCHI030520	GW_P1	Guiwei	infected	3696	3132	0.8474025974025974	33.65665584415584	862	858	4	0.004640371229698376	0	127685	0.0
LITCHI030689	GW_P1	Guiwei	infected	2773	631	0.2275513883880274	15.89938694554634	384	290	94	0.24479166666666666	0	46801	0.0
LITCHI030690	GW_P1	Guiwei	infected	2490	1394	0.5598393574297189	4.722088353413654	80	80	0	0.0	0	11782	0.0
LITCHI030745	GW_P1	Guiwei	infected	1833	885	0.4828150572831424	26.621385706492088	371	371	0	0.0	0	55401	0.0
LITCHI030761	GW_P1	Guiwei	infected	1869	1352	0.7233814874264313	314.60888175494915	3976	3971	5	0.0012575452716297787	0	590469	0.0
LITCHI030763	GW_P1	Guiwei	infected	2712	2600	0.9587020648967551	25.514749262536874	612	478	134	0.21895424836601307	0	86868	0.0
LITCHI030858	GW_P1	Guiwei	infected	2243	2034	0.9068212215782434	154.531431119037	2362	2342	20	0.00846740050804403	0	349748	0.0
LITCHI030862	GW_P1	Guiwei	infected	954	769	0.8060796645702306	5.6572327044025155	40	40	0	0.0	0	5954	0.0
LITCHI030869	GW_P1	Guiwei	infected	3350	2433	0.7262686567164179	2.2298507462686565	50	50	0	0.0	0	7491	0.0
