gene_id	guiwei_alignments	yurong1_alignments	guiwei_mismatch_rate	yurong1_mismatch_rate	absolute_cultivar_mismatch_rate_difference	cultivar_mismatch_rate_ratio	higher_mismatch_cultivar	guiwei_mean_coverage_breadth	yurong1_mean_coverage_breadth	breadth_loss_in_higher_mismatch_cultivar	guiwei_multi_alignment_fraction	yurong1_multi_alignment_fraction	observed_bias_evaluable	severe_composite_cultivar_bias	severe_bilateral_multimapping	observed_mapping_sensitivity_status
LITCHI006923	8209	9956	0.0	0.0	0.0	nan	Guiwei	0.7320342730790491	0.7705914870093976	0.0385572139303485	0.0008527226215129736	0.007633587786259542	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI007095	5414	3630	0.0	0.0	0.0	nan	Guiwei	0.801874595992243	0.7735401853048911	-0.028334410687351874	0.031215367565570744	0.024242424242424242	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI007293	21084	16359	0.0	0.0	0.0	nan	Guiwei	0.7582375478927204	0.7712643678160919	0.013026819923371513	0.010007588692847657	0.005868329359985329	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI007341	4991	4616	0.0	0.0	0.0	nan	Guiwei	0.9770904925544102	1.0	0.02290950744558984	0.010418753756762171	0.01169844020797227	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI007955	13632	13072	0.0	0.0	0.0	nan	Guiwei	0.8726759628154049	0.9198207171314742	0.04714475431606924	0.00044014084507042255	0.0003059975520195838	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008095	13884	14515	0.0	0.0	0.0	nan	Guiwei	0.723899038037243	0.7575677345335805	0.033668696496337525	0.07850763468740997	0.06985876679297279	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008313	5718	8374	0.0	0.0	0.0	nan	Guiwei	0.8577202910266774	0.8915386688224198	0.03381837779574248	0.006121021336131515	0.008836876044900884	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008330	616	950	0.0	0.0	0.0	nan	Guiwei	1.0	1.0	0.0	0.06493506493506493	0.06315789473684211	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008721	13571	6789	0.0	0.0	0.0	nan	Guiwei	0.3780041797283176	0.31615726227795193	-0.06184691745036569	0.0027264018863753592	0.0020621593754603035	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008817	14236	8856	0.0	0.0	0.0	nan	Guiwei	0.9026543429316268	0.8713117667970138	-0.031342576134613	0.005057600449564484	0.013775971093044263	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI008905	94798	46617	0.0	0.0	0.0	nan	Guiwei	0.8457506230128039	0.8491020022342527	0.0033513792214487914	0.0021202978965800968	0.006435420554733252	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI009437	19592	13719	0.0	0.0	0.0	nan	Guiwei	0.7400419287211739	0.7889587700908455	0.04891684136967156	0.2693956717027358	0.3224724834171587	True	False	True	FAIL_SEVERE_BILATERAL_MULTIMAPPING
LITCHI009639	3886	944	0.0	0.0	0.0	nan	Guiwei	0.9512806734730431	0.8241089020240016	-0.12717177144904157	0.022388059701492536	0.006355932203389831	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI009696	7666	6653	0.0	0.0	0.0	nan	Guiwei	0.8241639697950377	0.8615052692722597	0.03734129947722198	0.0020871380120010435	0.0006012325266796934	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010138	40728	43676	0.0	0.0	0.0	nan	Guiwei	0.9574961360123647	0.9057831014940753	-0.05171303451828946	0.055195442938518954	0.052889458741643004	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010273	65911	22260	0.0	0.0	0.0	nan	Guiwei	0.7691725529767911	0.7106458123107973	-0.05852674066599384	0.011045197311526148	0.011545372866127583	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010325	3354	3506	0.0	0.0	0.0	nan	Guiwei	0.5826972010178116	0.5535623409669211	-0.0291348600508905	0.005664877757901014	0.009697661152310326	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010434	5688	5411	0.0	0.0	0.0	nan	Guiwei	0.7192323110843857	0.6583483664060934	-0.06088394467829228	0.0035161744022503515	0.006653114026982074	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010541	4776	3826	0.0	0.0	0.0	nan	Guiwei	0.8244489428699954	0.8311965811965812	0.00674763832658587	0.001256281407035176	0.0031364349189754314	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010704	2928	9128	0.0	0.0	0.0	nan	Guiwei	0.8953953953953956	0.9502836169502836	0.05488822155488804	0.35348360655737704	0.3640446976336547	True	False	True	FAIL_SEVERE_BILATERAL_MULTIMAPPING
LITCHI010765	374	262	0.0	0.0	0.0	nan	Guiwei	0.6112684031710078	0.4614949037372593	-0.1497734994337485	0.0427807486631016	0.0916030534351145	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010845	97151	69235	0.0	0.0	0.0	nan	Guiwei	0.8558920102152499	0.9112854189468563	0.055393408731606475	0.15320480489135468	0.04580053441178595	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010877	5034	1294	0.0	0.0	0.0	nan	Guiwei	0.6517845117845118	0.6106397306397305	-0.04114478114478126	0.0027810885975367503	0.023956723338485315	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI010987	4596	1041	0.0	0.0	0.0	nan	Guiwei	0.7942329873125722	0.738638985005767	-0.055594002306805224	0.0028285465622280245	0.008645533141210375	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011122	2659	2441	0.0	0.0	0.0	nan	Guiwei	0.8084645850603298	0.8748273003592152	0.06636271529888538	0.01805189921022941	0.00819336337566571	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011195	331	314	0.0	0.0	0.0	nan	Guiwei	0.8800521512385918	0.8428943937418514	-0.03715775749674044	0.0	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011255	9789	6917	0.0	0.0	0.0	nan	Guiwei	0.9385175253782799	0.9287173593819831	-0.00980016599629685	0.019205230360608845	0.005204568454532312	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011424	1803	1675	0.0	0.0	0.0	nan	Guiwei	0.5278578290105668	0.5065321805955811	-0.021325648414985632	0.1536328341652801	0.007164179104477612	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011520	184868	115431	0.0	0.0	0.0	nan	Guiwei	0.8612727664619032	0.8202123073607069	-0.04106045910119627	0.01791548564381072	0.008992385061205395	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011536	9048	4848	0.0	0.0	0.0	nan	Guiwei	0.7980925796696906	0.6057997984027292	-0.19229278126696137	0.019230769230769232	0.010107260726072606	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI011959	10233	7812	0.0	0.0	0.0	nan	Guiwei	0.9962365591397849	0.9980286738351255	0.0017921146953405742	0.06938336753640184	0.05555555555555555	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI012432	33525	18304	0.0	0.0	0.0	nan	Guiwei	1.0	0.9862898712926693	-0.013710128707330682	0.056644295302013425	0.12647508741258742	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI012815	1915	185	0.0	0.0	0.0	nan	Guiwei	0.8357487922705314	0.6306763285024154	-0.20507246376811605	0.07467362924281984	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013088	3581	3265	0.0	0.0	0.0	nan	Guiwei	0.8837361201828869	0.6738515131722185	-0.20988460701066847	0.08433398492041329	0.04226646248085758	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013276	1036	638	0.0	0.0	0.0	nan	Guiwei	0.5245261984392419	0.4813266443701227	-0.043199554069119184	0.009652509652509652	0.003134796238244514	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013379	3112	2600	0.0	0.0	0.0	nan	Guiwei	1.0	1.0	0.0	0.011246786632390746	0.018846153846153846	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013895	8455	9960	0.0	0.0	0.0	nan	Guiwei	1.0	1.0	0.0	0.011235955056179775	0.012550200803212851	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013915	9526	7475	0.0	0.0	0.0	nan	Guiwei	0.9340630701068542	0.9415776214056121	0.007514551298757888	0.0007348309888725593	0.004013377926421404	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI013925	6108	5099	0.0	0.0	0.0	nan	Guiwei	0.9488414293690676	0.8789084310441094	-0.06993299832495814	0.0003274394237066143	0.0019611688566385566	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014256	7445	5934	0.0	0.0	0.0	nan	Guiwei	0.7091526635681088	0.6974734834942199	-0.011679180073888906	0.004566823371390195	0.05055611729019211	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014400	20980	25300	0.0	0.0	0.0	nan	Guiwei	1.0	1.0	0.0	0.00457578646329838	0.009367588932806325	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014480	8076	8461	0.0	0.0	0.0	nan	Guiwei	0.9327259735619865	0.9379421221864952	0.0052161486245086985	0.017087667161961365	0.011582555253516133	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014613	1423	2585	0.0	0.0	0.0	nan	Guiwei	0.7248920462459952	0.8230254910154619	0.09813344476946662	0.023893183415319746	0.04719535783365571	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014624	61932	129434	0.0	0.0	0.0	nan	Guiwei	0.5932534018460367	0.6004377200494814	0.007184318203444673	0.008008783827423626	0.008112242532873896	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014759	3730	6029	0.0	0.0	0.0	nan	Guiwei	0.5419668698811503	0.6586612476137693	0.11669437773261904	0.006970509383378016	0.010117764139990049	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014813	1879	1194	0.0	0.0	0.0	nan	Guiwei	0.9729473184622686	0.9643252649897168	-0.008622053472551738	0.0021287919105907396	0.0033500837520938024	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI014858	6129	629	0.0	0.0	0.0	nan	Guiwei	0.8947473139673697	0.6561215015254013	-0.23862581244196845	0.25730135421765377	0.24483306836248012	True	False	True	FAIL_SEVERE_BILATERAL_MULTIMAPPING
LITCHI014914	154	1532	0.0	0.0	0.0	nan	Guiwei	0.4650835922473739	0.6634857227400504	0.19840213049267647	0.0	0.005221932114882507	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI015464	2637	2064	0.0	0.0	0.0	nan	Guiwei	0.9406737053795878	0.9351432880844647	-0.005530417295123158	0.010997345468335229	0.007267441860465116	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI015702	3579	2847	0.0	0.0	0.0	nan	Guiwei	0.8947123223852783	0.8837642674120662	-0.010948054973212162	0.0005588153115395362	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI015740	2890	5668	0.0	0.0	0.0	nan	Guiwei	0.6541104943166799	0.7664551942902458	0.11234469997356589	0.0	0.004234297812279464	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI015950	7899	6610	0.0	0.0	0.0	nan	Guiwei	0.9355387983459013	0.9314440930835968	-0.004094705262304488	0.0018989745537409798	0.000907715582450832	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI015982	1249	882	0.0	0.0	0.0	nan	Guiwei	0.5636956388017469	0.5280802116011565	-0.03561542720059041	0.009607686148919135	0.013605442176870748	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016077	1727	2425	0.0	0.0	0.0	nan	Guiwei	0.7278535446615063	0.7310480402997911	0.0031944956382847778	0.018529241459177764	0.02556701030927835	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016297	3692	3244	0.0	0.0	0.0	nan	Guiwei	0.9372338040798027	0.9144810580587314	-0.022752746021071357	0.005417118093174431	0.0030826140567200987	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016340	94647	81048	0.0	0.0	0.0	nan	Guiwei	0.8983522600757069	0.8462480516588733	-0.05210420841683361	0.06456623030840915	0.07526404106208666	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016395	3830	2243	0.0	0.0	0.0	nan	Guiwei	0.8377278645833334	0.841525607638889	0.0037977430555555802	0.07362924281984334	0.08649130628622381	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016580	2933	1407	0.0	0.0	0.0	nan	Guiwei	0.9406130268199234	0.8903256704980843	-0.050287356321839116	0.004091374019774974	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016665	2903	2936	0.0	0.0	0.0	nan	Guiwei	0.6566588393156659	0.7371128256737114	0.08045398635804546	0.18704788150189458	0.20367847411444143	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016846	262	1439	0.0	0.0	0.0	nan	Guiwei	0.7132394366197183	0.9186854460093897	0.2054460093896714	0.05343511450381679	0.06949270326615706	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016911	48925	49711	0.0	0.0	0.0	nan	Guiwei	0.9681847545219638	0.9656546080964685	-0.0025301464254953165	0.010710270822687787	0.01019894993059886	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016917	476	630	0.0	0.0	0.0	nan	Guiwei	0.8107831078310781	0.8795612956129562	0.06877818778187805	0.1092436974789916	0.09523809523809523	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016983	30885	29914	0.0	0.0	0.0	nan	Guiwei	0.8982960596379126	0.9069340906401608	0.008638031002248248	0.009195402298850575	0.007254128501704887	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI016994	51370	36950	0.0	0.0	0.0	nan	Guiwei	0.7883382642998028	0.7742850098619329	-0.014053254437869866	0.010122639672960872	0.018592692828146143	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017301	968	2265	0.0	0.0	0.0	nan	Guiwei	0.47615124050169366	0.7068113155726449	0.2306600750709512	0.0	0.006181015452538631	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017310	15868	4278	0.0	0.0	0.0	nan	Guiwei	0.43722455122003656	0.3623562291733849	-0.07486832204665167	0.002142677085959163	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017559	259	431	0.0	0.0	0.0	nan	Guiwei	0.7044715447154472	0.7154471544715447	0.01097560975609757	0.09266409266409266	0.058004640371229696	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017561	404	532	0.0	0.0	0.0	nan	Guiwei	0.9792792792792793	1.0	0.02072072072072073	0.017326732673267328	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017634	7152	6648	0.0	0.0	0.0	nan	Guiwei	0.9692165744002684	0.9729911088743499	0.0037745344740814923	0.0016778523489932886	0.00030084235860409147	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017733	2805	1952	0.0	0.0	0.0	nan	Guiwei	0.8721695629278567	0.8343206951026856	-0.03784886782517116	0.00285204991087344	0.0030737704918032786	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017753	14504	998	0.0	0.0	0.0	nan	Guiwei	0.9148367117117117	0.737331081081081	-0.17750563063063063	0.0037231108659680086	0.014028056112224449	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017862	596	6910	0.0	0.0	0.0	nan	Guiwei	0.7019111860595841	0.8131534569983137	0.11124227093872951	0.013422818791946308	0.007814761215629523	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI017954	5584	6240	0.0	0.0	0.0	nan	Guiwei	0.7687648307730736	0.8262145622580243	0.057449731484950695	0.04477077363896848	0.03205128205128205	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI018073	1022	2082	0.0	0.0	0.0	nan	Guiwei	0.7538659793814434	0.8131443298969073	0.05927835051546393	0.0	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI018309	2354	2698	0.0	0.0	0.0	nan	Guiwei	0.5267361111111111	0.51015625	-0.016579861111111094	0.0076465590484282074	0.01630837657524092	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI018384	15454	9716	0.0	0.0	0.0	nan	Guiwei	0.5859951814719825	0.5239760627963005	-0.062019118675681995	0.001682412320434839	0.001440922190201729	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI018512	916	646	0.0	0.0	0.0	nan	Guiwei	0.7662352030091824	0.7997012943909726	0.03346609138179024	0.0	0.006191950464396285	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI018722	1756	1282	0.0	0.0	0.0	nan	Guiwei	0.4520582329317269	0.6561244979919679	0.204066265060241	0.002277904328018223	0.0015600624024961	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019041	5368	11172	0.0	0.0	0.0	nan	Guiwei	0.8372730784086521	0.8689069138663577	0.031633835457705595	0.009687034277198211	0.0037593984962406013	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019076	41	192	0.0	0.0	0.0	nan	Guiwei	0.19047619047619047	0.522211569191435	0.3317353787152445	0.0	0.0	False	False	False	PASS_UNIFORM_MAPPABILITY_OBSERVED_LOW_COVERAGE
LITCHI019095	5124	2648	0.0	0.0	0.0	nan	Guiwei	0.8963335915311129	0.8374644978053188	-0.058869093725794075	0.00351288056206089	0.0007552870090634441	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019186	1525	1161	0.0	0.0	0.0	nan	Guiwei	0.8432075805880269	0.8253630889125044	-0.01784449167552249	0.03934426229508197	0.019810508182601206	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019319	6719	5058	0.0	0.0	0.0	nan	Guiwei	0.8171350507416082	0.7531225604996096	-0.06401249024199862	0.0034231284417324008	0.011071569790431	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019420	1509	1362	0.0	0.0	0.0	nan	Guiwei	1.0	0.9987357774968394	-0.0012642225031606058	0.013253810470510271	0.018355359765051395	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019626	6017	20694	0.0	0.0	0.0	nan	Guiwei	0.7605961468556889	0.8368229734641949	0.076226826608506	0.022768821671929534	0.029670435875132888	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019664	14477	13511	0.0	0.0	0.0	nan	Guiwei	0.9532273804544821	0.9704447232678098	0.017217342813327763	0.010775713200248671	0.008733624454148471	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019822	7197	8887	0.0	0.0	0.0	nan	Guiwei	0.7505649717514123	0.7429378531073446	-0.007627118644067732	0.0	0.0011252391133115788	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019823	12514	13105	0.0	0.0	0.0	nan	Guiwei	0.8600154679040989	0.8627223511214229	0.002706883217324041	0.006552661019657983	0.005646699732926364	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
LITCHI019824	4534	3495	0.0	0.0	0.0	nan	Guiwei	0.7293124514050872	0.6810507608574919	-0.048261690547595215	0.02690780767534186	0.0	True	False	False	PASS_NO_SEVERE_OBSERVED_BIAS
