gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	union_exon_bases	scored_exonic_bases	unique_exonic_bases	fraction_exonic_bases_scored	fraction_unique_mappability	mappability_status	overlapping_gene_count	overlapping_genes	unique_gene_model_status	uniform_gene_qc_status	primary_gene_status	composite_null_log2fc	composite_null_lfc_se	composite_null_p	composite_null_q	composite_null_pass	apeglm_threshold_log2fc	apeglm_threshold_lfc_se	apeglm_fsos_svalue	apeglm_fsos_svalue_lt_0_05
LITCHI025204	437.443579317214	2.85870852391512	0.476676049101646	5.99717256468561	2.00782666811757e-09	3.54928996014056e-06	5.99717256468561	2.68889471364192	TRUE	1941	1941	1941	1	1	PASS	0		PASS	PASS	DISCOVERED	2.85870852391512	0.476676049101646	1.84223484569688e-06	0.00511746522493942	TRUE	2.68889471364085	0.492055227410409	3.8300249812072e-06	TRUE
LITCHI014613	165.839704254944	3.69273027953801	0.632805548305548	5.83548973207641	5.36327997087288e-09	8.69074825280193e-06	5.83548973207641	3.46233689714127	TRUE	2393	2393	2132	1	0.89093188	PASS	0		PASS	PASS	DISCOVERED	3.69273027953801	0.632805548305546	9.05694737678564e-07	0.00307622428963921	TRUE	3.46233689729674	0.654341312871622	1.98183345572746e-06	TRUE
LITCHI028717	3721.18577571364	-0.907362306726487	0.159265085420699	-5.69718280896085	1.21803303941862e-08	1.8218963424227e-05	-5.69718280896085	-0.85211812450014	TRUE	504	504	503	1	0.99801587	PASS	0		PASS	PASS	DISCOVERED	-0.907362306726481	0.159265085420709	0.0429396206038988	1	FALSE	-0.852118124498171	0.163914897019406	0.0180533564151705	TRUE
LITCHI020058	1115.36193313882	-0.941598616265346	0.165948419805552	-5.67404388284416	1.39465380663536e-08	1.93707451928746e-05	-5.67404388284416	-0.883245223671589	TRUE	4703	4703	4703	1	1	PASS	0		PASS	PASS	DISCOVERED	-0.941598616265346	0.165948419805544	0.0316282090683655	1	FALSE	-0.883245223669727	0.170935382789424	0.0146105115786682	TRUE
LITCHI013915	723.865214102027	1.58253973508206	0.286928321560621	5.51545322007438	3.47882273009358e-08	4.39633402885569e-05	5.51545322007438	1.4675465533261	TRUE	3837	3837	3837	1	1	PASS	0		PASS	PASS	DISCOVERED	1.58253973508206	0.286928321560621	0.000507536145272825	0.379578474801157	FALSE	1.46754655332146	0.297462752326642	0.000281089132041689	TRUE
LITCHI016077	169.869231177948	1.81072779153467	0.328710600813072	5.5085774144667	3.61745150227262e-08	4.39633402885569e-05	5.5085774144667	1.68517914998242	TRUE	2713	2713	2713	1	1	PASS	0		PASS	PASS	DISCOVERED	1.81072779153468	0.328710600813076	0.00019223312212726	0.249198203984305	FALSE	1.68517914996498	0.341154887821353	0.00019378075356064	TRUE
LITCHI028926	122.486837835521	1.90078618581322	0.348694104193318	5.45115665264994	5.00432632024504e-08	5.72406619395087e-05	5.45115665264994	1.7646744623068	TRUE	3078	3078	3078	1	1	PASS	0		PASS	PASS	DISCOVERED	1.90078618581321	0.348694104193317	0.000160924199363571	0.249198203984305	FALSE	1.76467446230579	0.362353632171507	0.000160232037635973	TRUE
LITCHI021546	767.654892573609	1.31268337866113	0.242438819224344	5.41449336727886	6.14624815276389e-08	6.63965529613855e-05	5.41449336727886	1.21770855461072	TRUE	5195	5195	5195	1	1	PASS	0		PASS	PASS	DISCOVERED	1.31268337866113	0.242438819224352	0.00268504717774101	1	FALSE	1.21770855460424	0.251571110053673	0.00166520503100315	TRUE
LITCHI005234	333.765709197544	2.41562318712994	0.463660047658249	5.20990152015518	1.88940892536577e-07	0.000193366087124934	5.20990152015518	2.22617909067335	TRUE	1852	1852	1820	1	0.98272138	PASS	0		PASS	PASS	DISCOVERED	2.41562318712994	0.463660047658247	7.87140026999535e-05	0.170065975833399	FALSE	2.22617909024385	0.484479966982396	9.4569985137565e-05	TRUE
LITCHI014480	680.154463912961	-1.01836067537996	0.198601413350813	-5.12766076634665	2.93364437380317e-07	0.000285223574243013	-5.12766076634665	-0.938477441629648	TRUE	4665	4665	4665	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.01836067537996	0.198601413350824	0.0290909976860159	1	FALSE	-0.938477441627284	0.206434400753159	0.0155839580604005	TRUE
LITCHI022605	1308.9610061153	0.744942891873029	0.145658082885698	5.11432580406544	3.14863499384987e-07	0.000291548606930528	5.11432580406544	0.690465751988638	TRUE	5633	5633	5633	1	1	PASS	0		PASS	PASS	DISCOVERED	0.744942891873029	0.145658082885694	0.272061168823238	1	FALSE	0.690465751988237	0.150499611425774	0.100708328707704	FALSE
LITCHI005404	2413.50838816146	0.990278117218192	0.194773158658812	5.08426378684387	3.69054738402447e-07	0.000326194063101617	5.08426378684387	0.911370107700133	TRUE	7337	7337	7337	1	1	PASS	1	LITCHI005405	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY	0.9902781172182	0.194773158658817	0.0374373492819238	1	FALSE	0.911370107697674	0.20252877546808	0.0187733494998408	TRUE
LITCHI009639	190.088327438604	-1.77880934382893	0.352060047833241	-5.05257371512799	4.3589603779812e-07	0.000368521671955845	-5.05257371512799	-1.6301907182217	TRUE	1861	1861	1861	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.77880934382894	0.352060047833239	0.000696300031265772	0.492295909532693	FALSE	-1.6301907182201	0.367270001144944	0.000670032281719844	TRUE
LITCHI012815	98.6635646434675	-2.54894194259723	0.50947302816597	-5.00309496613207	5.641713043685e-07	0.000457096292226895	-5.00309496613207	-2.3653747798612	TRUE	690	690	690	1	1	PASS	0		PASS	PASS	DISCOVERED	-2.54894194259723	0.509473028165971	0.000115765922426011	0.221434808649309	FALSE	-2.36537477985395	0.522612579725765	6.877142404213e-05	TRUE
LITCHI004438	748.8554405493	1.46471169048401	0.293258482162983	4.99460980525016	5.89548410643722e-07	0.000458550753798687	4.99460980525016	1.34020207364397	TRUE	2296	2296	2296	1	1	PASS	0		PASS	PASS	DISCOVERED	1.46471169048401	0.293258482162983	0.00270058977574443	1	FALSE	1.34020207363941	0.306948105895667	0.00242201078799893	TRUE
LITCHI002263	231.269591648765	-1.27206412023338	0.255328886976579	-4.98206111849016	6.2910556546736e-07	0.000470498373865878	-4.98206111849016	-1.16524428638502	TRUE	594	594	594	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.27206412023338	0.255328886976581	0.00712285069638341	1	FALSE	-1.16524428638578	0.266870341553785	0.00542404020482027	TRUE
LITCHI018449	528.73871501742	0.760370582112849	0.153050209269689	4.96811200547269	6.76079108668778e-07	0.000486902158076459	4.96811200547269	0.699619017111762	TRUE	3610	3610	3610	1	1	PASS	1	LITCHI018450	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY	0.760370582112851	0.153050209269715	0.251761247769792	1	FALSE	0.699619017106151	0.158577674177763	0.098105508857208	FALSE
LITCHI029373	481.848795376914	-0.761291752666979	0.154811649778599	-4.91753530019044	8.76406565787962e-07	0.000608633059705247	-4.91753530019044	-0.699876709289643	TRUE	2488	2488	2488	1	1	PASS	0		PASS	PASS	DISCOVERED	-0.761291752666972	0.154811649778604	0.254706433439687	1	FALSE	-0.699876709286469	0.160531865552968	0.0991429569093722	FALSE
LITCHI019822	697.903182821242	-0.730865538412879	0.14972258005857	-4.88146502769971	1.05300599619159e-06	0.00070605867572226	-4.88146502769971	-0.67208334450578	TRUE	1180	1180	1038	1	0.87966102	PASS	0		PASS	PASS	DISCOVERED	-0.730865538412877	0.149722580058561	0.329813697563139	1	FALSE	-0.672083344502142	0.155205678607725	0.124861977556987	FALSE
LITCHI017972	4959.43755158755	-1.10899054812206	0.227659518709737	-4.87126808669048	1.10884263506625e-06	0.000718714834628773	-4.87126808669048	-1.00878092387901	TRUE	2744	2744	2744	1	1	PASS	1	LITCHI017973	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY	-1.10899054812206	0.227659518709737	0.0213461147306218	1	FALSE	-1.00878092387949	0.23833842724787	0.0133441744390399	TRUE
LITCHI020381	94.3776030713489	-2.0931499345446	0.430266644336465	-4.86477388404706	1.1458773165815e-06	0.000718760787771844	-4.86477388404706	-1.90178355899334	TRUE	3967	3967	3947	1	0.99495841	PASS	1	LITCHI020380	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY	-2.0931499345446	0.430266644336463	0.000456197507596115	0.378823567461661	FALSE	-1.90178355899148	0.452850851005364	0.000517128189290677	TRUE
LITCHI011122	210.769366677713	1.53140442080389	0.316095398808259	4.84475391472821	1.26768702356783e-06	0.000770317942914888	4.84475391472821	1.39414986801529	TRUE	3619	3619	3619	1	1	PASS	0		PASS	PASS	DISCOVERED	1.53140442080389	0.316095398808252	0.00275196676237976	1	FALSE	1.39414986801277	0.332070688473917	0.00269405806638121	TRUE
LITCHI008817	938.834279254755	-1.23258869770076	0.255074855163826	-4.83226265838361	1.34989995360801e-06	0.000795418321148719	-4.83226265838361	-1.11738522863896	TRUE	2813	2813	2813	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.23258869770076	0.255074855163827	0.011118086137157	1	FALSE	-1.11738522863402	0.267654704884846	0.00770677069122223	TRUE
LITCHI005338	272.938420033928	1.02410755308664	0.213247035830366	4.80244683870446	1.56738439748948e-06	0.000896405576740673	4.80244683870446	0.932746677419995	TRUE	10990	10990	10615	1	0.96587807	PASS	2	LITCHI005339;LITCHI005340	FAIL	FAIL	RETIRED_GENE_MODEL_AMBIGUITY	1.02410755308664	0.213247035830386	0.0394630700957345	1	FALSE	0.932746677417145	0.223139356907341	0.0220062229615971	TRUE
LITCHI023108	2089.5581393028	1.2004305898851	0.250588418613182	4.79044720633371	1.66410004668853e-06	0.000924526440224526	4.79044720633371	1.09004911099841	TRUE	1968	1968	1968	1	1	PASS	0		PASS	PASS	DISCOVERED	1.2004305898851	0.250588418613175	0.0140457382912201	1	FALSE	1.09004911099603	0.263103957366767	0.0097741201269271	TRUE
LITCHI009978	1773.69400728148	1.05586107630504	0.221149292104631	4.77442666108777	1.80219942420671e-06	0.00097343799454721	4.77442666108777	0.957504913204544	TRUE	9127	9127	355	1	0.03889558	FAIL	2	LITCHI009977;LITCHI009979	FAIL	FAIL	RETIRED_MAPPING_FAILURE	1.05586107630504	0.221149292104631	0.0332274334581465	1	FALSE	0.957504913205612	0.231967796743265	0.0191379123482128	TRUE
LITCHI010325	294.293959072197	-1.77220035077222	0.372629025705055	-4.75593748345026	1.97527595071266e-06	0.0010156123433396	-4.75593748345026	-1.60114984232782	TRUE	1310	1310	1310	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.77220035077222	0.372629025705055	0.00144198709128006	0.718959974101044	FALSE	-1.60114984236847	0.393409190813681	0.00136775014103218	TRUE
LITCHI031010	196.777978964216	-1.99719086698081	0.420021589907048	-4.75497192280709	1.98473998698404e-06	0.0010156123433396	-4.75497192280709	-1.80453243678916	TRUE	2544	2544	2544	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.99719086698081	0.420021589907048	0.000773029125113444	0.500355630336438	FALSE	-1.80453243678635	0.443143530448947	0.000928497332279084	TRUE
LITCHI019857	285.620508381531	1.03246151283045	0.218701820054714	4.72086383447632	2.34845121264482e-06	0.0011709136879456	4.72086383447632	0.936603819562557	TRUE	3099	3099	3099	1	1	PASS	0		PASS	PASS	DISCOVERED	1.03246151283045	0.218701820054709	0.0407405882072256	1	FALSE	0.936603819559249	0.229363172377121	0.0237848956390423	TRUE
LITCHI006337	364.134005562671	-1.42715758717594	0.304070688059359	-4.69350596167079	2.68562160340898e-06	0.00127886488498145	-4.69350596167079	-1.28771434352383	TRUE	294	294	294	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.42715758717594	0.304070688059358	0.00561019966772134	1	FALSE	-1.28771434352152	0.320739459475753	0.00439876037796537	TRUE
LITCHI025608	368.326775072396	-1.09304877967237	0.233102304767101	-4.68913759031455	2.74358873531677e-06	0.00127886488498145	-4.68913759031455	-0.988716596673689	TRUE	4917	4917	4702	1	0.95627415	PASS	0		PASS	PASS	DISCOVERED	-1.09304877967237	0.233102304767099	0.0292818751273984	1	FALSE	-0.988716596670665	0.244851287833806	0.0173457791946214	TRUE
LITCHI015541	481.508987520201	1.51367110119737	0.322899370170657	4.68774869519681	2.76226922958195e-06	0.00127886488498145	4.68774869519681	1.363414447389	TRUE	9339	9339	1353	1	0.14487633	FAIL	1	LITCHI015540	FAIL	FAIL	RETIRED_MAPPING_FAILURE	1.51367110119737	0.322899370170657	0.00402552131959171	1	FALSE	1.36341444738578	0.34090925470398	0.00377670724006907	TRUE
LITCHI017733	195.783712321265	1.33483169311659	0.285328182427621	4.67823290976592	2.89357763398195e-06	0.00130850272308789	4.67823290976592	1.20953419579057	TRUE	2532	2532	2532	1	1	PASS	0		PASS	PASS	DISCOVERED	1.3348316931166	0.285328182427621	0.00858648662123098	1	FALSE	1.20953419579108	0.300692509440784	0.00673024693900984	TRUE
LITCHI015464	188.549037099858	1.2669359040326	0.271439116823258	4.66747725552591	3.04920491342603e-06	0.00133200908602764	4.66747725552591	1.14277684033349	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED	1.2669359040326	0.271439116823258	0.0119900858096451	1	FALSE	1.14277684033085	0.286012478978768	0.00924705641893529	TRUE
LITCHI028928	361.767765615162	0.996114849840184	0.213518430660539	4.66524059191804	3.08256152590609e-06	0.00133200908602764	4.66524059191804	0.90064975872446	TRUE	1659	1659	1659	1	1	PASS	0		PASS	PASS	DISCOVERED	0.996114849840181	0.213518430660534	0.0541536018863728	1	FALSE	0.900649758719817	0.224055756526731	0.028485264874262	TRUE
LITCHI030441	667.216616204896	0.598066185040018	0.129414103068664	4.6213370170537	3.8127480699519e-06	0.00161171491783075	4.6213370170537	0.547266562939225	TRUE	3020	3020	3020	1	1	PASS	0		PASS	PASS	DISCOVERED	0.598066185040015	0.129414103068678	0.919348900284892	1	FALSE	0.547266562935666	0.133863586699263	0.308043568230995	FALSE
LITCHI018512	64.2461386275212	1.65757689760108	0.362093046724452	4.57776505954965	4.69970095034926e-06	0.00194437627616045	4.57776505954965	1.48418412947372	TRUE	3013	3013	3013	1	1	PASS	0		PASS	PASS	DISCOVERED	1.65757689760108	0.362093046724437	0.00305388009599052	1	FALSE	1.48418412947142	0.38338042470808	0.00340915509392349	TRUE
LITCHI024578	120.449140821084	-2.70143238765074	0.592658949684116	-4.55815674274486	5.16045198735181e-06	0.0020905206019595	-4.55815674274486	-2.41266083083437	TRUE	2337	2337	2337	1	1	PASS	0		PASS	PASS	DISCOVERED	-2.70143238765074	0.592658949684111	0.000355426701516451	0.338521181478505	FALSE	-2.41266083082933	0.630695930909961	0.000588769239704422	TRUE
LITCHI011520	12209.5865855212	0.837288768501431	0.184053506503805	4.5491595591205	5.38605933552163e-06	0.00213738619957588	4.5491595591205	0.755111197187011	TRUE	6186	6186	6172	1	0.99773683	PASS	0		PASS	PASS	DISCOVERED	0.837288768501431	0.184053506503805	0.170393739356236	1	FALSE	0.755111275368254	0.192891989936484	0.0788016431380862	FALSE
LITCHI019664	1113.25218167388	-0.598464438355614	0.131687501486932	-4.54458040131471	5.50447940121635e-06	0.00214069203913304	-4.54458040131471	-0.544540710892249	TRUE	2391	2391	2391	1	1	PASS	0		PASS	PASS	DISCOVERED	-0.598464438355609	0.131687501486915	0.918335892628222	1	FALSE	-0.544540710887967	0.136411644552769	0.311058614220363	FALSE
LITCHI011959	825.873264879996	-0.680445151877315	0.150030196974012	-4.53538797922915	5.74976898509396e-06	0.00219224035127749	-4.53538797922915	-0.616267517409392	TRUE	930	930	885	1	0.9516129	PASS	0		PASS	PASS	DISCOVERED	-0.680445151877322	0.150030196974003	0.524500827110824	1	FALSE	-0.61626751740538	0.156196410080506	0.19676124093912	FALSE
LITCHI023124	431.386556305591	2.54975817056461	0.564592795808928	4.51610114314585	6.29885879802223e-06	0.00235540979476043	4.51610114314585	2.26810067317338	TRUE	3758	3758	3654	1	0.97232571	PASS	0		PASS	PASS	DISCOVERED	2.54975817056461	0.564592795808928	0.000501371551522563	0.379578474801157	FALSE	2.268100673179	0.602264783643353	0.00083611850880345	TRUE
LITCHI029534	7078.67988427502	1.47658737766418	0.327402002016423	4.51001328205106	6.48235669662061e-06	0.00237829105595826	4.51001328205106	1.31788883087965	TRUE	1621	1621	1605	1	0.99012955	PASS	0		PASS	PASS	DISCOVERED	1.47658737766418	0.327402002016422	0.00646267602476783	1	FALSE	1.3178895786011	0.347599846304623	0.00605240602419492	TRUE
LITCHI018384	1029.95610815278	-1.55878636749034	0.347588275853953	-4.48457694282331	7.30587402998025e-06	0.00263079112061048	-4.48457694282331	-1.39121613360429	TRUE	4289	4289	4289	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.55878636749035	0.347588275853953	0.00508405605025108	1	FALSE	-1.39121613360086	0.369455694687412	0.00482910121214844	TRUE
LITCHI023296	214.077438691649	-1.28183078401472	0.286831340842313	-4.46893557813618	7.86097997060562e-06	0.00277921373688048	-4.46893557813618	-1.14400903339146	TRUE	2269	2269	2269	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.28183078401471	0.286831340842315	0.0151179868097696	1	FALSE	-1.14400903338905	0.304265731978919	0.0112669041880491	TRUE
LITCHI019420	130.809298448237	1.15055575620242	0.259718538501012	4.43001012882233	9.4228662391089e-06	0.00327192203606201	4.43001012882233	1.02524303286225	TRUE	2373	2373	2373	1	1	PASS	0		PASS	PASS	DISCOVERED	1.15055575620241	0.259718538501025	0.0294271758717623	1	FALSE	1.02524303285943	0.27514004110353	0.0195015717263229	TRUE
LITCHI028799	106.62631458177	-1.88299748759307	0.427493690927198	-4.40473749100018	1.0591205332528e-05	0.00361308750335099	-4.40473749100018	-1.66826757908033	TRUE	1551	1551	1551	1	1	PASS	0		PASS	PASS	DISCOVERED	-1.88299748759307	0.427493690927198	0.00239434248705149	1	FALSE	-1.668267579078	0.456728683401264	0.00325296419046354	TRUE
LITCHI018309	207.172787253331	-0.968358072646313	0.220850326934873	-4.38468027684593	1.16156254202568e-05	0.00389423855684298	-4.38468027684593	-0.863544303512698	TRUE	1920	1920	1920	1	1	PASS	0		PASS	PASS	DISCOVERED	-0.968358072646311	0.220850326934883	0.0825643114400902	1	FALSE	-0.863544303508168	0.233260748525331	0.0433464844139948	TRUE
LITCHI030745	111.761215302412	3.65243254800581	0.835670927677364	4.37065886467687	1.23872191534938e-05	0.00404258174463622	4.37065886467687	3.21636185547344	TRUE	1833	1833	1833	1	1	PASS	0		PASS	PASS	DISCOVERED	3.65243254800581	0.835670927677367	0.000241917951304068	0.276711444888683	FALSE	3.21636185411425	0.896117931721562	0.00044051038788335	TRUE
LITCHI006423	3595.77390339087	-0.396802457072349	0.090882832130266	-4.36608815737164	1.26491444523292e-05	0.00404258174463622	-4.36608815737164	-0.367271446691887	FALSE	1954	1954	1894	1	0.96929376	PASS	0		PASS	PASS	NOT_STATISTICAL_DISCOVERY	-0.396802457072358	0.0908828321302391	1	1	FALSE	-0.367271446686823	0.0925475950257323	0.788062251186513	FALSE
LITCHI030349	72.2813823824936	-2.96865853282443	0.680189923763224	-4.36445532212534	1.27439891174042e-05	0.00404258174463622	-4.36445532212534	-2.62595079096355	TRUE	4645	4645	4645	1	1	PASS	0		PASS	PASS	DISCOVERED	-2.96865853282443	0.680189923763222	0.000457540227665512	0.378823567461661	FALSE	-2.62595079095164	0.692925351424972	0.000364292387815306	TRUE
LITCHI001085	210.753880399249	-0.976071409796375	0.223877761320156	-4.35984085261842	1.30157069489741e-05	0.00404258174463622	-4.35984085261842	-0.868428326614917	TRUE	3625	3625	2687	1	0.74124138	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE	-0.976071409796374	0.223877761320191	0.0806416305980049	1	FALSE	-0.86842832661108	0.236821579628181	0.0428765805470301	TRUE
LITCHI005866	956.809520363526	1.41599296208824	0.324883164008407	4.35846827092461	1.30975906357461e-05	0.00404258174463622	4.35846827092461	1.25347210924446	TRUE	5857	5857	5857	1	1	PASS	0		PASS	PASS	DISCOVERED	1.41599296208824	0.32488316400841	0.0105295356894601	1	FALSE	1.25347210923949	0.346622824139699	0.00951035364105751	TRUE
LITCHI020557	158.55723312357	2.23462873550162	0.513972057302227	4.34776308118947	1.37533051580867e-05	0.00409053793462822	4.34776308118947	1.96585032420699	TRUE	947	947	947	1	1	PASS	0		PASS	PASS	DISCOVERED	2.23462873550162	0.513972057302225	0.00132900444222396	0.680065562606442	FALSE	1.96585032416585	0.551304008510919	0.00181904666621368	TRUE
LITCHI004207	103.12238509067	1.55910583538726	0.358740226589211	4.34605801030664	1.38605926863131e-05	0.00409053793462822	4.34605801030664	1.37683186857539	TRUE	1939	1939	1766	1	0.91077875	PASS	0		PASS	PASS	DISCOVERED	1.55910583538726	0.358740226589216	0.00661845515389904	1	FALSE	1.37683186857214	0.383148583612945	0.0069521588105663	TRUE
LITCHI025875	607.138435725774	2.47578590652985	0.569711080992872	4.34568676848472	1.3884057787887e-05	0.00409053793462822	4.34568676848472	2.17853457370097	TRUE	1391	1391	1391	1	1	PASS	0		PASS	PASS	DISCOVERED	2.47578590652986	0.569711080992874	0.000903675043217023	0.516822388686912	FALSE	2.17853457376878	0.612029248599989	0.00108191325020248	TRUE
LITCHI016340	6745.71106407151	-2.14737102487156	0.494731159921617	-4.34048064652282	1.42171390750728e-05	0.00412615327335507	-4.34048064652282	-1.89395290037359	TRUE	1497	1497	1497	1	1	PASS	0		PASS	PASS	DISCOVERED	-2.14737102487157	0.494731159921618	0.00158803223196012	0.753153335377185	FALSE	-1.89395290316926	0.530935466250774	0.00213268174032876	TRUE
LITCHI019319	485.01417302021	1.06614809876166	0.246107735959164	4.33203814015242	1.47735341128494e-05	0.00422457898271111	4.33203814015242	0.946313258042055	TRUE	5978	5978	5837	1	0.97641352	PASS	0		PASS	PASS	DISCOVERED	1.06614809876166	0.246107735959163	0.0505615048032844	1	FALSE	0.946313258037231	0.261326373277554	0.0305723899998558	TRUE
LITCHI013576	525.933795100125	1.55233778262169	0.359003896916188	4.32401373900433	1.53215748129968e-05	0.00431779742374961	4.32401373900433	1.36799353113494	TRUE	3210	3210	1401	1	0.4364486	FAIL	0		PASS	FAIL	RETIRED_MAPPING_FAILURE	1.55233778262169	0.359003896916188	0.00704711843589416	1	FALSE	1.36799353113434	0.384175250155004	0.0071902993933865	TRUE
LITCHI026181	492.169127580219	-0.916849109844451	0.212386270335542	-4.31689444141539	1.5823978426736e-05	0.0043956751501126	-4.31689444141539	-0.816394619229553	TRUE	1989	1989	1989	1	1	PASS	0		PASS	PASS	DISCOVERED	-0.916849109844444	0.212386270335539	0.118133607029127	1	FALSE	-0.816394619225279	0.224681509016322	0.0585904224959303	FALSE
LITCHI001999	1397.88277175264	1.28092269464462	0.297546426080802	4.30495069800226	1.67022928093403e-05	0.0045498264014885	4.30495069800226	1.13104965843968	TRUE	2280	2280	2280	1	1	PASS	0		PASS	PASS	DISCOVERED	1.28092269464462	0.297546426080802	0.0193355894565332	1	FALSE	1.1310496584353	0.317610292832984	0.0152604685840824	TRUE
