window_bp	replicate	candidate_gene_id	background_gene_id	candidate_expression_bin	background_expression_bin	candidate_gc_bin	background_gc_bin	manhattan_bin_distance
1000	1	LITCHI020651	LITCHI022274	3	3	2	2	0
1000	1	LITCHI020695	LITCHI010634	4	4	1	1	0
1000	1	LITCHI020807	LITCHI014709	4	4	3	3	0
1000	1	LITCHI020829	LITCHI007192	3	3	2	2	0
1000	1	LITCHI020876	LITCHI024850	5	5	4	4	0
1000	1	LITCHI020918	LITCHI004260	3	3	4	4	0
1000	1	LITCHI021302	LITCHI026123	3	3	4	4	0
1000	1	LITCHI021494	LITCHI023499	1	1	3	3	0
1000	1	LITCHI021496	LITCHI020697	2	2	4	4	0
1000	1	LITCHI021534	LITCHI021807	3	3	5	5	0
1000	1	LITCHI021682	LITCHI021130	5	5	4	4	0
1000	1	LITCHI021696	LITCHI018205	4	4	2	2	0
1000	1	LITCHI021856	LITCHI003264	3	3	4	4	0
1000	1	LITCHI021860	LITCHI021169	2	2	2	2	0
1000	1	LITCHI021911	LITCHI023050	1	1	1	1	0
1000	1	LITCHI021946	LITCHI003432	5	5	2	2	0
1000	1	LITCHI021972	LITCHI027846	2	2	3	3	0
1000	1	LITCHI022002	LITCHI028820	4	4	2	2	0
1000	1	LITCHI022037	LITCHI001278	4	4	4	4	0
1000	1	LITCHI022038	LITCHI021127	5	5	3	3	0
1000	1	LITCHI022101	LITCHI023202	3	3	2	2	0
1000	1	LITCHI022112	LITCHI016896	5	5	4	4	0
1000	1	LITCHI022178	LITCHI027090	4	4	5	5	0
1000	1	LITCHI022463	LITCHI005192	3	3	4	4	0
1000	1	LITCHI022465	LITCHI025772	3	3	5	5	0
1000	1	LITCHI022489	LITCHI024847	2	2	1	1	0
1000	1	LITCHI022791	LITCHI016732	4	4	2	2	0
1000	1	LITCHI022796	LITCHI007319	2	2	5	5	0
1000	1	LITCHI022826	LITCHI023864	5	5	1	1	0
1000	1	LITCHI022837	LITCHI016745	5	5	5	5	0
1000	1	LITCHI022910	LITCHI017254	3	3	2	2	0
1000	1	LITCHI022926	LITCHI027189	3	3	2	2	0
1000	1	LITCHI022938	LITCHI004627	5	5	2	2	0
1000	1	LITCHI022975	LITCHI014394	5	5	4	4	0
1000	1	LITCHI023056	LITCHI023289	2	2	2	2	0
1000	1	LITCHI023057	LITCHI031617	5	5	3	3	0
1000	1	LITCHI023140	LITCHI001376	1	1	5	5	0
1000	1	LITCHI023310	LITCHI010546	3	3	5	5	0
1000	1	LITCHI023330	LITCHI009382	5	5	1	1	0
1000	1	LITCHI023391	LITCHI005486	5	5	2	2	0
1000	1	LITCHI023433	LITCHI024588	4	4	1	1	0
1000	1	LITCHI023544	LITCHI019994	2	2	2	2	0
1000	1	LITCHI024008	LITCHI022727	4	4	2	2	0
1000	1	LITCHI024062	LITCHI022838	2	2	3	3	0
1000	1	LITCHI024146	LITCHI030748	2	2	1	1	0
1000	1	LITCHI024182	LITCHI029230	5	5	2	2	0
1000	1	LITCHI024211	LITCHI028633	2	2	3	3	0
1000	1	LITCHI024298	LITCHI029373	2	2	2	2	0
1000	1	LITCHI024307	LITCHI016577	3	3	3	3	0
1000	1	LITCHI024365	LITCHI001275	3	3	1	1	0
1000	1	LITCHI024750	LITCHI009851	5	5	3	3	0
1000	1	LITCHI024918	LITCHI031805	5	5	4	4	0
1000	1	LITCHI024935	LITCHI001036	3	3	3	3	0
1000	1	LITCHI025120	LITCHI011147	1	1	1	1	0
1000	1	LITCHI025141	LITCHI028673	4	4	2	2	0
1000	1	LITCHI025328	LITCHI011535	2	2	1	1	0
1000	1	LITCHI025528	LITCHI003695	5	5	2	2	0
1000	1	LITCHI025577	LITCHI001390	1	1	4	4	0
1000	1	LITCHI025618	LITCHI003184	5	5	3	3	0
1000	1	LITCHI025666	LITCHI022475	4	4	5	5	0
1000	1	LITCHI025695	LITCHI011815	3	3	2	2	0
1000	1	LITCHI025727	LITCHI012774	1	1	4	4	0
1000	1	LITCHI025940	LITCHI015001	3	3	2	2	0
1000	1	LITCHI026126	LITCHI025356	4	4	1	1	0
1000	1	LITCHI026165	LITCHI022843	5	5	4	4	0
1000	1	LITCHI026286	LITCHI009836	3	3	4	4	0
1000	1	LITCHI026424	LITCHI008606	4	4	3	3	0
1000	1	LITCHI026453	LITCHI004253	5	5	3	3	0
1000	1	LITCHI026454	LITCHI017698	5	5	5	5	0
1000	1	LITCHI026528	LITCHI005420	3	3	5	5	0
1000	1	LITCHI026579	LITCHI003621	4	4	1	1	0
1000	1	LITCHI026584	LITCHI026820	2	2	4	4	0
1000	1	LITCHI026665	LITCHI017325	5	5	5	5	0
1000	1	LITCHI026773	LITCHI006643	5	5	3	3	0
1000	1	LITCHI026781	LITCHI030371	2	2	2	2	0
1000	1	LITCHI026812	LITCHI026180	5	5	5	5	0
1000	1	LITCHI026831	LITCHI027204	3	3	3	3	0
1000	1	LITCHI027172	LITCHI008910	4	4	1	1	0
1000	1	LITCHI027179	LITCHI027820	4	4	5	5	0
1000	1	LITCHI027304	LITCHI026005	3	3	1	1	0
1000	1	LITCHI027338	LITCHI029168	4	4	1	1	0
1000	1	LITCHI027345	LITCHI021102	4	4	2	2	0
1000	1	LITCHI027396	LITCHI015843	2	2	3	3	0
1000	1	LITCHI027658	LITCHI019825	5	5	2	2	0
1000	1	LITCHI027700	LITCHI015105	5	5	2	2	0
1000	1	LITCHI027772	LITCHI030810	2	2	1	1	0
1000	1	LITCHI027835	LITCHI018802	4	4	3	3	0
1000	1	LITCHI027843	LITCHI030136	5	5	3	3	0
1000	1	LITCHI027850	LITCHI002508	5	5	1	1	0
1000	1	LITCHI027861	LITCHI023842	5	5	3	3	0
1000	1	LITCHI027909	LITCHI021546	3	3	3	3	0
1000	1	LITCHI028227	LITCHI027617	2	2	2	2	0
1000	1	LITCHI028586	LITCHI020818	5	5	1	1	0
1000	1	LITCHI028644	LITCHI028985	5	5	3	3	0
1000	1	LITCHI028775	LITCHI017375	4	4	4	4	0
1000	1	LITCHI028800	LITCHI000438	4	4	3	3	0
1000	1	LITCHI028842	LITCHI026104	2	2	3	3	0
1000	1	LITCHI028872	LITCHI000864	4	4	2	2	0
1000	1	LITCHI028940	LITCHI007275	3	3	1	1	0
1000	1	LITCHI028944	LITCHI005077	1	1	2	2	0
1000	1	LITCHI028954	LITCHI027042	1	1	3	3	0
1000	1	LITCHI028979	LITCHI018820	3	3	4	4	0
1000	1	LITCHI029074	LITCHI027992	5	5	1	1	0
1000	1	LITCHI029086	LITCHI021889	5	5	4	4	0
1000	1	LITCHI029103	LITCHI015521	3	3	2	2	0
1000	1	LITCHI029117	LITCHI016567	2	2	3	3	0
1000	1	LITCHI029133	LITCHI010558	5	5	2	2	0
1000	1	LITCHI029205	LITCHI025625	1	1	3	3	0
1000	1	LITCHI029254	LITCHI023260	4	4	4	4	0
1000	1	LITCHI029305	LITCHI006483	3	3	2	2	0
1000	1	LITCHI029340	LITCHI002984	3	3	3	3	0
1000	1	LITCHI029342	LITCHI015685	4	4	4	4	0
1000	1	LITCHI029394	LITCHI007772	3	3	2	2	0
1000	1	LITCHI029472	LITCHI002926	2	2	4	4	0
1000	1	LITCHI029473	LITCHI002052	2	2	3	3	0
1000	1	LITCHI029534	LITCHI008514	3	3	4	4	0
1000	1	LITCHI029631	LITCHI023293	4	4	5	5	0
1000	1	LITCHI029641	LITCHI011122	2	2	2	2	0
1000	1	LITCHI029907	LITCHI018533	1	1	4	4	0
1000	1	LITCHI029915	LITCHI017866	5	5	1	1	0
1000	1	LITCHI030483	LITCHI022364	5	5	1	1	0
1000	1	LITCHI030761	LITCHI013082	5	5	2	2	0
1000	1	LITCHI030820	LITCHI022266	3	3	4	4	0
1000	1	LITCHI030932	LITCHI014529	5	5	3	3	0
1000	1	LITCHI031057	LITCHI020140	5	5	1	1	0
1000	1	LITCHI031193	LITCHI009413	3	3	5	5	0
1000	1	LITCHI031585	LITCHI001351	2	2	5	5	0
1000	1	LITCHI031673	LITCHI013154	5	5	2	2	0
1000	1	LITCHI031747	LITCHI013875	2	2	5	5	0
1000	1	LITCHI031773	LITCHI010480	3	3	4	4	0
1000	2	LITCHI000113	LITCHI014780	1	1	4	4	0
1000	2	LITCHI000429	LITCHI001036	3	3	3	3	0
1000	2	LITCHI000477	LITCHI026242	2	2	4	4	0
1000	2	LITCHI000484	LITCHI010576	2	2	5	5	0
1000	2	LITCHI000485	LITCHI018547	3	3	5	5	0
1000	2	LITCHI000487	LITCHI024364	3	3	5	5	0
1000	2	LITCHI000600	LITCHI021308	3	3	4	4	0
1000	2	LITCHI000698	LITCHI000568	2	2	3	3	0
1000	2	LITCHI001292	LITCHI015957	1	1	2	2	0
1000	2	LITCHI001564	LITCHI001773	3	3	3	3	0
1000	2	LITCHI001586	LITCHI008317	5	5	1	1	0
1000	2	LITCHI001700	LITCHI027609	5	5	4	4	0
1000	2	LITCHI001720	LITCHI021859	2	2	4	4	0
1000	2	LITCHI001740	LITCHI026478	3	3	5	5	0
1000	2	LITCHI001907	LITCHI014994	5	5	2	2	0
1000	2	LITCHI001963	LITCHI022716	3	3	1	1	0
1000	2	LITCHI002037	LITCHI009708	3	3	5	5	0
1000	2	LITCHI002054	LITCHI020755	4	4	5	5	0
1000	2	LITCHI002106	LITCHI005936	4	4	1	1	0
1000	2	LITCHI002257	LITCHI002050	5	5	3	3	0
1000	2	LITCHI002320	LITCHI010543	4	4	3	3	0
1000	2	LITCHI002792	LITCHI027787	3	3	2	2	0
1000	2	LITCHI002968	LITCHI011648	2	2	3	3	0
1000	2	LITCHI003043	LITCHI022092	1	1	4	4	0
1000	2	LITCHI003044	LITCHI020862	2	2	5	5	0
1000	2	LITCHI003307	LITCHI028782	3	3	4	4	0
1000	2	LITCHI003370	LITCHI005295	3	3	1	1	0
1000	2	LITCHI003383	LITCHI012536	5	5	1	1	0
1000	2	LITCHI003388	LITCHI023880	5	5	2	2	0
1000	2	LITCHI003396	LITCHI031071	5	5	4	4	0
1000	2	LITCHI003441	LITCHI028131	2	2	1	1	0
1000	2	LITCHI003595	LITCHI012429	3	3	1	1	0
1000	2	LITCHI003607	LITCHI026979	5	5	3	3	0
1000	2	LITCHI003679	LITCHI008134	4	4	4	4	0
1000	2	LITCHI003689	LITCHI004924	4	4	3	3	0
1000	2	LITCHI003717	LITCHI001537	4	4	5	5	0
1000	2	LITCHI003760	LITCHI024339	3	3	2	2	0
1000	2	LITCHI003790	LITCHI006505	5	5	1	1	0
1000	2	LITCHI003915	LITCHI011803	4	4	1	1	0
1000	2	LITCHI003959	LITCHI028320	5	5	1	1	0
1000	2	LITCHI003963	LITCHI011010	2	2	3	3	0
1000	2	LITCHI003969	LITCHI005704	5	5	1	1	0
1000	2	LITCHI004148	LITCHI015458	2	2	2	2	0
1000	2	LITCHI004175	LITCHI003362	4	4	1	1	0
1000	2	LITCHI004176	LITCHI008896	3	3	4	4	0
1000	2	LITCHI004252	LITCHI020384	4	4	2	2	0
1000	2	LITCHI004269	LITCHI030736	3	3	5	5	0
1000	2	LITCHI004270	LITCHI001132	3	3	3	3	0
1000	2	LITCHI004342	LITCHI003946	2	2	1	1	0
1000	2	LITCHI004353	LITCHI013210	5	5	2	2	0
1000	2	LITCHI004354	LITCHI013396	5	5	4	4	0
1000	2	LITCHI004419	LITCHI011904	3	3	2	2	0
1000	2	LITCHI004561	LITCHI016989	2	2	1	1	0
1000	2	LITCHI004615	LITCHI024761	4	4	1	1	0
1000	2	LITCHI004785	LITCHI004839	4	4	4	4	0
1000	2	LITCHI004913	LITCHI011143	4	4	4	4	0
1000	2	LITCHI004951	LITCHI027034	4	4	4	4	0
1000	2	LITCHI005027	LITCHI026733	5	5	5	5	0
1000	2	LITCHI005164	LITCHI026282	4	4	1	1	0
1000	2	LITCHI005223	LITCHI010640	4	4	5	5	0
1000	2	LITCHI005329	LITCHI024809	2	2	2	2	0
1000	2	LITCHI005480	LITCHI021369	4	4	4	4	0
1000	2	LITCHI005487	LITCHI003183	2	2	1	1	0
1000	2	LITCHI005503	LITCHI019136	3	3	1	1	0
1000	2	LITCHI005518	LITCHI001934	5	5	4	4	0
1000	2	LITCHI005578	LITCHI025781	4	4	3	3	0
1000	2	LITCHI005661	LITCHI010138	4	4	4	4	0
1000	2	LITCHI005733	LITCHI020850	3	3	4	4	0
1000	2	LITCHI005742	LITCHI017548	5	5	2	2	0
1000	2	LITCHI005838	LITCHI007016	3	3	1	1	0
1000	2	LITCHI005897	LITCHI024427	3	3	2	2	0
1000	2	LITCHI005930	LITCHI023400	1	1	1	1	0
1000	2	LITCHI005940	LITCHI011452	3	3	5	5	0
1000	2	LITCHI005980	LITCHI004380	5	5	4	4	0
1000	2	LITCHI006075	LITCHI005719	3	3	2	2	0
1000	2	LITCHI006325	LITCHI018467	5	5	3	3	0
1000	2	LITCHI006361	LITCHI016089	3	3	3	3	0
1000	2	LITCHI006468	LITCHI029029	5	5	2	2	0
1000	2	LITCHI006597	LITCHI025087	4	4	5	5	0
