gene_id	matrix_id	window_bp	fimo_p_threshold	site_present
LITCHI000271	MA1687.1	1000	0.0001	True
LITCHI000271	MA1734.1	1000	0.0001	False
LITCHI000271	MA1741.1	1000	0.0001	False
LITCHI000271	MA1746.1	1000	0.0001	False
LITCHI000271	MA1749.1	1000	0.0001	False
LITCHI000271	MA1750.1	1000	0.0001	False
LITCHI000271	MA1760.1	1000	0.0001	False
LITCHI000271	MA1783.1	1000	0.0001	False
LITCHI000271	MA1784.1	1000	0.0001	False
LITCHI000271	MA1788.1	1000	0.0001	False
LITCHI000271	MA1789.1	1000	0.0001	False
LITCHI000271	MA1790.1	1000	0.0001	False
LITCHI000271	MA1791.1	1000	0.0001	False
LITCHI000271	MA1792.1	1000	0.0001	False
LITCHI000271	MA1797.1	1000	0.0001	True
LITCHI000271	MA1800.1	1000	0.0001	True
LITCHI000271	MA2103.1	1000	0.0001	False
LITCHI000271	MA2104.1	1000	0.0001	False
LITCHI000271	MA2105.1	1000	0.0001	False
LITCHI000271	MA1818.1	1000	0.0001	False
LITCHI000271	MA2106.1	1000	0.0001	False
LITCHI000271	MA2342.1	1000	0.0001	False
LITCHI000271	MA2343.1	1000	0.0001	False
LITCHI000271	MA2345.1	1000	0.0001	False
LITCHI000271	MA2347.1	1000	0.0001	False
LITCHI000271	MA2348.1	1000	0.0001	False
LITCHI000271	MA2349.1	1000	0.0001	True
LITCHI000271	MA2350.1	1000	0.0001	False
LITCHI000271	MA2351.1	1000	0.0001	False
LITCHI000271	MA2353.1	1000	0.0001	True
LITCHI000271	MA2354.1	1000	0.0001	False
LITCHI000271	MA2355.1	1000	0.0001	False
LITCHI000271	MA2356.1	1000	0.0001	False
LITCHI000271	MA2357.1	1000	0.0001	False
LITCHI000271	MA2358.1	1000	0.0001	False
LITCHI000271	MA2359.1	1000	0.0001	False
LITCHI000271	MA2360.1	1000	0.0001	False
LITCHI000271	MA2361.1	1000	0.0001	False
LITCHI000271	MA2362.1	1000	0.0001	False
LITCHI000271	MA2364.1	1000	0.0001	False
LITCHI000271	MA2365.1	1000	0.0001	False
LITCHI000271	MA2366.1	1000	0.0001	False
LITCHI000271	MA2367.1	1000	0.0001	False
LITCHI000271	MA2368.1	1000	0.0001	False
LITCHI000271	MA2370.1	1000	0.0001	False
LITCHI000271	MA2371.1	1000	0.0001	False
LITCHI000271	MA2372.1	1000	0.0001	False
LITCHI000271	MA2373.1	1000	0.0001	False
LITCHI000271	MA2374.1	1000	0.0001	True
LITCHI000271	MA2375.1	1000	0.0001	False
LITCHI000271	MA2376.1	1000	0.0001	False
LITCHI000271	MA2377.1	1000	0.0001	False
LITCHI000271	MA2378.1	1000	0.0001	False
LITCHI000271	MA2379.1	1000	0.0001	False
LITCHI000271	MA2380.1	1000	0.0001	True
LITCHI000271	MA2381.1	1000	0.0001	False
LITCHI000271	MA2382.1	1000	0.0001	False
LITCHI000271	MA2383.1	1000	0.0001	False
LITCHI000271	MA2384.1	1000	0.0001	False
LITCHI000271	MA2386.1	1000	0.0001	False
LITCHI000271	MA2387.1	1000	0.0001	False
LITCHI000271	MA2388.1	1000	0.0001	False
LITCHI000271	MA2389.1	1000	0.0001	False
LITCHI000271	MA2390.1	1000	0.0001	False
LITCHI000271	MA2391.1	1000	0.0001	False
LITCHI000271	MA2392.1	1000	0.0001	True
LITCHI000271	MA2393.1	1000	0.0001	False
LITCHI000271	MA2394.1	1000	0.0001	False
LITCHI000271	MA2395.1	1000	0.0001	False
LITCHI000271	MA2396.1	1000	0.0001	False
LITCHI000271	MA2397.1	1000	0.0001	False
LITCHI000271	MA2398.1	1000	0.0001	False
LITCHI000271	MA2399.1	1000	0.0001	False
LITCHI000271	MA2400.1	1000	0.0001	False
LITCHI000271	MA2401.1	1000	0.0001	False
LITCHI000271	MA2402.1	1000	0.0001	False
LITCHI000271	MA2403.1	1000	0.0001	False
LITCHI000271	MA2404.1	1000	0.0001	False
LITCHI000271	MA2405.1	1000	0.0001	False
LITCHI000271	MA2406.1	1000	0.0001	False
LITCHI000271	MA2407.1	1000	0.0001	False
LITCHI000271	MA2408.1	1000	0.0001	False
LITCHI000271	MA2409.1	1000	0.0001	False
LITCHI000271	MA2410.1	1000	0.0001	False
LITCHI000271	MA2411.1	1000	0.0001	True
LITCHI000271	MA2412.1	1000	0.0001	False
LITCHI000271	MA2413.1	1000	0.0001	False
LITCHI000271	MA2414.1	1000	0.0001	False
LITCHI000271	MA2415.1	1000	0.0001	False
LITCHI000271	MA2416.1	1000	0.0001	False
LITCHI000271	MA2417.1	1000	0.0001	False
LITCHI000271	MA2418.1	1000	0.0001	False
LITCHI000271	MA2419.1	1000	0.0001	False
LITCHI000271	MA2420.1	1000	0.0001	False
LITCHI000271	MA2421.1	1000	0.0001	False
LITCHI000271	MA2422.1	1000	0.0001	True
LITCHI000271	MA2423.1	1000	0.0001	True
LITCHI000271	MA2424.1	1000	0.0001	True
LITCHI000271	MA2425.1	1000	0.0001	False
LITCHI000271	MA2426.1	1000	0.0001	False
LITCHI000271	MA2427.1	1000	0.0001	False
LITCHI000271	MA2428.1	1000	0.0001	False
LITCHI000271	MA2429.1	1000	0.0001	False
LITCHI000271	MA2430.1	1000	0.0001	False
LITCHI000271	MA2431.1	1000	0.0001	False
LITCHI000271	MA2433.1	1000	0.0001	False
LITCHI000271	MA2434.1	1000	0.0001	False
LITCHI000271	MA2435.1	1000	0.0001	False
LITCHI000271	MA2436.1	1000	0.0001	False
LITCHI000271	MA2437.1	1000	0.0001	False
LITCHI000271	MA2438.1	1000	0.0001	False
LITCHI000271	MA2439.1	1000	0.0001	False
LITCHI000271	MA2440.1	1000	0.0001	False
LITCHI000271	MA2441.1	1000	0.0001	False
LITCHI000271	MA2442.1	1000	0.0001	False
LITCHI000271	MA2443.1	1000	0.0001	False
LITCHI000271	MA2444.1	1000	0.0001	False
LITCHI000271	MA2445.1	1000	0.0001	False
LITCHI000271	MA2446.1	1000	0.0001	False
LITCHI000271	MA2448.1	1000	0.0001	False
LITCHI000271	MA2449.1	1000	0.0001	False
LITCHI000271	MA2450.1	1000	0.0001	False
LITCHI000271	MA2451.1	1000	0.0001	False
LITCHI000271	MA2452.1	1000	0.0001	False
LITCHI000271	MA2453.1	1000	0.0001	False
LITCHI000271	MA2454.1	1000	0.0001	False
LITCHI000271	MA2455.1	1000	0.0001	False
LITCHI000271	MA2005.2	1000	0.0001	False
LITCHI000271	MA1376.2	1000	0.0001	False
LITCHI000271	MA1751.2	1000	0.0001	False
LITCHI000271	MA0571.2	1000	0.0001	False
LITCHI000271	MA1377.2	1000	0.0001	False
LITCHI000271	MA0971.2	1000	0.0001	False
LITCHI000271	MA0976.3	1000	0.0001	False
LITCHI000271	MA0980.3	1000	0.0001	False
LITCHI000271	MA0992.3	1000	0.0001	False
LITCHI000271	MA0993.2	1000	0.0001	False
LITCHI000271	MA0994.3	1000	0.0001	False
LITCHI000271	MA0995.3	1000	0.0001	False
LITCHI000271	MA0997.2	1000	0.0001	False
LITCHI000271	MA0998.2	1000	0.0001	False
LITCHI000271	MA1000.3	1000	0.0001	False
LITCHI000271	MA1001.4	1000	0.0001	False
LITCHI000271	MA1004.2	1000	0.0001	False
LITCHI000271	MA1005.3	1000	0.0001	False
LITCHI000271	MA1008.2	1000	0.0001	False
LITCHI000271	MA1010.2	1000	0.0001	False
LITCHI000271	MA1032.2	1000	0.0001	False
LITCHI000271	MA1049.2	1000	0.0001	False
LITCHI000271	MA1218.2	1000	0.0001	False
LITCHI000271	MA1219.3	1000	0.0001	False
LITCHI000271	MA1220.2	1000	0.0001	False
LITCHI000271	MA1223.2	1000	0.0001	False
LITCHI000271	MA1226.2	1000	0.0001	False
LITCHI000271	MA1227.3	1000	0.0001	False
LITCHI000271	MA1228.2	1000	0.0001	False
LITCHI000271	MA1229.2	1000	0.0001	False
LITCHI000271	MA1230.2	1000	0.0001	False
LITCHI000271	MA1231.3	1000	0.0001	False
LITCHI000271	MA1232.2	1000	0.0001	False
LITCHI000271	MA1233.3	1000	0.0001	False
LITCHI000271	MA1234.2	1000	0.0001	False
LITCHI000271	MA1238.3	1000	0.0001	False
LITCHI000271	MA1239.2	1000	0.0001	False
LITCHI000271	MA1240.2	1000	0.0001	False
LITCHI000271	MA1241.2	1000	0.0001	False
LITCHI000271	MA1243.2	1000	0.0001	False
LITCHI000271	MA1244.2	1000	0.0001	False
LITCHI000271	MA1245.3	1000	0.0001	False
LITCHI000271	MA1246.2	1000	0.0001	False
LITCHI000271	MA1247.2	1000	0.0001	False
LITCHI000271	MA1248.2	1000	0.0001	False
LITCHI000271	MA1250.2	1000	0.0001	False
LITCHI000271	MA1251.2	1000	0.0001	False
LITCHI000271	MA1252.2	1000	0.0001	False
LITCHI000271	MA1253.2	1000	0.0001	False
LITCHI000271	MA1256.2	1000	0.0001	False
LITCHI000271	MA1257.2	1000	0.0001	False
LITCHI000271	MA1258.2	1000	0.0001	False
LITCHI000271	MA1259.2	1000	0.0001	False
LITCHI000271	MA1260.2	1000	0.0001	False
LITCHI000271	MA1261.2	1000	0.0001	False
LITCHI000271	MA1262.2	1000	0.0001	False
LITCHI000271	MA1263.2	1000	0.0001	False
LITCHI000271	MA1264.2	1000	0.0001	False
LITCHI000271	MA1265.3	1000	0.0001	False
LITCHI000271	MA1266.2	1000	0.0001	False
LITCHI000271	MA1424.2	1000	0.0001	False
LITCHI000271	MA1669.2	1000	0.0001	False
LITCHI000271	MA1670.2	1000	0.0001	False
LITCHI000271	MA1671.2	1000	0.0001	False
LITCHI000271	MA1679.2	1000	0.0001	False
LITCHI000271	MA1748.2	1000	0.0001	False
LITCHI000271	MA1752.2	1000	0.0001	False
LITCHI000271	MA1753.2	1000	0.0001	False
LITCHI000271	MA1754.2	1000	0.0001	False
LITCHI000271	MA1795.2	1000	0.0001	False
LITCHI000271	MA1804.2	1000	0.0001	False
LITCHI000271	MA1817.2	1000	0.0001	False
LITCHI000271	MA1819.2	1000	0.0001	False
LITCHI000271	MA1820.2	1000	0.0001	False
LITCHI000271	MA1821.2	1000	0.0001	False
LITCHI000271	MA1831.2	1000	0.0001	False
LITCHI000271	MA1832.2	1000	0.0001	False
LITCHI000271	MA1833.2	1000	0.0001	False
LITCHI000271	MA2011.2	1000	0.0001	False
LITCHI000271	MA2013.2	1000	0.0001	False
LITCHI000271	MA0564.2	1000	0.0001	False
LITCHI000271	MA0565.3	1000	0.0001	True
LITCHI000271	MA0581.2	1000	0.0001	False
LITCHI000271	MA1810.2	1000	0.0001	False
LITCHI000271	MA0942.2	1000	0.0001	False
LITCHI000271	MA0943.2	1000	0.0001	False
LITCHI000271	MA0944.2	1000	0.0001	False
LITCHI000271	MA1206.2	1000	0.0001	False
LITCHI000271	MA1685.2	1000	0.0001	False
LITCHI000271	MA1688.2	1000	0.0001	True
LITCHI000271	MA1689.2	1000	0.0001	False
LITCHI000271	MA1690.2	1000	0.0001	False
LITCHI000271	MA1691.2	1000	0.0001	False
LITCHI000271	MA1692.2	1000	0.0001	False
LITCHI000271	MA1693.2	1000	0.0001	False
LITCHI000271	MA1694.2	1000	0.0001	False
LITCHI000271	MA1695.2	1000	0.0001	False
LITCHI000271	MA1696.2	1000	0.0001	False
LITCHI000271	MA1697.2	1000	0.0001	False
LITCHI000271	MA1698.2	1000	0.0001	False
LITCHI000271	MA0582.2	1000	0.0001	False
LITCHI000271	MA0552.2	1000	0.0001	False
LITCHI000271	MA0560.2	1000	0.0001	False
LITCHI000271	MA0568.2	1000	0.0001	False
LITCHI000271	MA0569.2	1000	0.0001	False
LITCHI000271	MA0956.2	1000	0.0001	False
LITCHI000271	MA0961.2	1000	0.0001	False
LITCHI000271	MA0962.2	1000	0.0001	False
LITCHI000271	MA0964.3	1000	0.0001	False
LITCHI000271	MA0965.3	1000	0.0001	False
LITCHI000271	MA0966.2	1000	0.0001	False
LITCHI000271	MA1025.2	1000	0.0001	False
LITCHI000271	MA1061.2	1000	0.0001	False
LITCHI000271	MA1074.2	1000	0.0001	False
LITCHI000271	MA1357.2	1000	0.0001	False
LITCHI000271	MA1358.2	1000	0.0001	False
LITCHI000271	MA1359.3	1000	0.0001	False
LITCHI000271	MA1360.3	1000	0.0001	False
LITCHI000271	MA1361.2	1000	0.0001	False
LITCHI000271	MA1362.2	1000	0.0001	False
LITCHI000271	MA1364.2	1000	0.0001	False
LITCHI000271	MA1411.2	1000	0.0001	False
LITCHI000271	MA1412.2	1000	0.0001	False
LITCHI000271	MA1739.2	1000	0.0001	False
LITCHI000271	MA1740.2	1000	0.0001	False
LITCHI000271	MA1816.2	1000	0.0001	False
LITCHI000271	MA1834.2	1000	0.0001	False
LITCHI000271	MA0549.2	1000	0.0001	False
LITCHI000271	MA0550.3	1000	0.0001	False
LITCHI000271	MA1331.2	1000	0.0001	False
LITCHI000271	MA1332.2	1000	0.0001	False
LITCHI000271	MA1333.2	1000	0.0001	False
LITCHI000271	MA2014.2	1000	0.0001	False
LITCHI000271	MA0587.2	1000	0.0001	False
LITCHI000271	MA1019.2	1000	0.0001	False
LITCHI000271	MA1031.2	1000	0.0001	False
LITCHI000271	MA1054.2	1000	0.0001	False
LITCHI000271	MA1062.3	1000	0.0001	False
LITCHI000271	MA1063.2	1000	0.0001	False
LITCHI000271	MA1064.2	1000	0.0001	False
LITCHI000271	MA1065.3	1000	0.0001	False
LITCHI000271	MA1282.2	1000	0.0001	False
LITCHI000271	MA1283.2	1000	0.0001	False
LITCHI000271	MA1284.2	1000	0.0001	False
LITCHI000271	MA1285.2	1000	0.0001	False
LITCHI000271	MA1286.2	1000	0.0001	False
LITCHI000271	MA1287.2	1000	0.0001	False
LITCHI000271	MA1288.2	1000	0.0001	False
LITCHI000271	MA1289.2	1000	0.0001	False
LITCHI000271	MA1410.2	1000	0.0001	False
LITCHI000271	MA1428.2	1000	0.0001	False
LITCHI000271	MA1430.2	1000	0.0001	False
LITCHI000271	MA1828.2	1000	0.0001	False
LITCHI000271	MA1822.2	1000	0.0001	False
LITCHI000271	MA0570.3	1000	0.0001	False
LITCHI000271	MA0930.3	1000	0.0001	False
LITCHI000271	MA0931.2	1000	0.0001	False
LITCHI000271	MA0941.2	1000	0.0001	False
LITCHI000271	MA1338.3	1000	0.0001	False
LITCHI000271	MA1659.2	1000	0.0001	False
LITCHI000271	MA1344.2	1000	0.0001	False
LITCHI000271	MA1417.2	1000	0.0001	True
LITCHI000271	MA1745.2	1000	0.0001	False
LITCHI000271	MA0588.2	1000	0.0001	False
LITCHI000271	MA1047.3	1000	0.0001	False
LITCHI000271	MA1068.3	1000	0.0001	False
LITCHI000271	MA1069.3	1000	0.0001	False
LITCHI000271	MA1070.3	1000	0.0001	False
LITCHI000271	MA1336.2	1000	0.0001	False
LITCHI000271	MA1346.2	1000	0.0001	False
LITCHI000271	MA1835.2	1000	0.0001	False
LITCHI000271	MA0968.3	1000	0.0001	False
LITCHI000271	MA1349.2	1000	0.0001	False
LITCHI000271	MA1351.3	1000	0.0001	False
LITCHI000271	MA0551.2	1000	0.0001	False
LITCHI000271	MA1425.2	1000	0.0001	False
LITCHI000271	MA1343.2	1000	0.0001	True
LITCHI000271	MA1744.2	1000	0.0001	False
LITCHI000271	MA1803.2	1000	0.0001	False
LITCHI000271	MA1334.2	1000	0.0001	False
LITCHI000271	MA1337.2	1000	0.0001	True
LITCHI000271	MA1340.2	1000	0.0001	False
LITCHI000271	MA1341.2	1000	0.0001	False
LITCHI000271	MA1345.2	1000	0.0001	True
LITCHI000271	MA1743.2	1000	0.0001	False
LITCHI000271	MA2015.2	1000	0.0001	False
LITCHI000271	MA1156.2	1000	0.0001	False
LITCHI000271	MA1157.2	1000	0.0001	False
LITCHI000271	MA1158.2	1000	0.0001	False
LITCHI000271	MA1159.2	1000	0.0001	True
LITCHI000271	MA1160.2	1000	0.0001	False
LITCHI000271	MA1370.2	1000	0.0001	False
LITCHI000271	MA1371.2	1000	0.0001	False
LITCHI000271	MA1372.2	1000	0.0001	True
LITCHI000271	MA1374.2	1000	0.0001	False
LITCHI000271	MA1381.2	1000	0.0001	False
LITCHI000271	MA1405.2	1000	0.0001	False
LITCHI000271	MA1415.2	1000	0.0001	False
LITCHI000271	MA1736.2	1000	0.0001	False
LITCHI000271	MA1801.2	1000	0.0001	False
LITCHI000271	MA2052.2	1000	0.0001	False
LITCHI000271	MA2016.2	1000	0.0001	False
LITCHI000271	MA0969.2	1000	0.0001	False
LITCHI000271	MA0970.2	1000	0.0001	False
LITCHI000271	MA1197.2	1000	0.0001	False
LITCHI000271	MA1756.2	1000	0.0001	False
LITCHI000271	MA1809.2	1000	0.0001	True
LITCHI000271	MA1682.2	1000	0.0001	False
LITCHI000271	MA1813.2	1000	0.0001	False
LITCHI000271	MA1414.2	1000	0.0001	False
LITCHI000271	MA0938.3	1000	0.0001	False
LITCHI000271	MA1043.2	1000	0.0001	False
LITCHI000271	MA1044.2	1000	0.0001	False
LITCHI000271	MA1045.2	1000	0.0001	False
LITCHI000271	MA1427.3	1000	0.0001	False
LITCHI000271	MA1660.2	1000	0.0001	True
LITCHI000271	MA1663.3	1000	0.0001	False
LITCHI000271	MA1674.3	1000	0.0001	False
LITCHI000271	MA1675.2	1000	0.0001	False
LITCHI000271	MA1676.3	1000	0.0001	False
LITCHI000271	MA1677.2	1000	0.0001	False
LITCHI000271	MA1678.3	1000	0.0001	False
LITCHI000271	MA1785.2	1000	0.0001	False
LITCHI000271	MA1786.2	1000	0.0001	False
LITCHI000271	MA1787.2	1000	0.0001	False
LITCHI000271	MA2006.2	1000	0.0001	False
LITCHI000271	MA2009.2	1000	0.0001	False
LITCHI000271	MA2010.2	1000	0.0001	False
LITCHI000271	MA2017.2	1000	0.0001	False
LITCHI000271	MA2018.2	1000	0.0001	True
LITCHI000271	MA2033.2	1000	0.0001	False
LITCHI000271	MA2034.2	1000	0.0001	False
LITCHI000271	MA2035.2	1000	0.0001	False
LITCHI000271	MA2036.2	1000	0.0001	False
LITCHI000271	MA2037.2	1000	0.0001	False
LITCHI000271	MA2038.2	1000	0.0001	False
LITCHI000271	MA2043.2	1000	0.0001	False
LITCHI000271	MA2044.2	1000	0.0001	False
LITCHI000271	MA2045.2	1000	0.0001	False
LITCHI000271	MA2046.2	1000	0.0001	False
LITCHI000271	MA2047.2	1000	0.0001	False
LITCHI000271	MA2048.2	1000	0.0001	False
LITCHI000271	MA2049.2	1000	0.0001	False
LITCHI000271	MA2050.2	1000	0.0001	False
LITCHI000271	MA2051.2	1000	0.0001	False
LITCHI000271	MA2053.2	1000	0.0001	False
LITCHI000271	MA0589.2	1000	0.0001	False
LITCHI000271	MA1076.3	1000	0.0001	False
LITCHI000271	MA1077.2	1000	0.0001	False
LITCHI000271	MA1078.2	1000	0.0001	False
LITCHI000271	MA1079.3	1000	0.0001	False
LITCHI000271	MA1081.3	1000	0.0001	False
LITCHI000271	MA1083.3	1000	0.0001	False
LITCHI000271	MA1085.3	1000	0.0001	False
LITCHI000271	MA1086.2	1000	0.0001	False
LITCHI000271	MA1087.3	1000	0.0001	False
LITCHI000271	MA1088.2	1000	0.0001	False
LITCHI000271	MA1089.2	1000	0.0001	False
LITCHI000271	MA1090.2	1000	0.0001	False
LITCHI000271	MA1092.2	1000	0.0001	False
LITCHI000271	MA1093.2	1000	0.0001	False
LITCHI000271	MA1094.3	1000	0.0001	False
LITCHI000271	MA1295.2	1000	0.0001	False
LITCHI000271	MA1296.2	1000	0.0001	False
LITCHI000271	MA1297.2	1000	0.0001	False
LITCHI000271	MA1298.2	1000	0.0001	False
LITCHI000271	MA1299.2	1000	0.0001	False
LITCHI000271	MA1300.2	1000	0.0001	False
LITCHI000271	MA1301.2	1000	0.0001	False
LITCHI000271	MA1302.2	1000	0.0001	False
LITCHI000271	MA1303.2	1000	0.0001	False
LITCHI000271	MA1304.2	1000	0.0001	False
LITCHI000271	MA1305.2	1000	0.0001	False
LITCHI000271	MA1306.2	1000	0.0001	False
LITCHI000271	MA1307.3	1000	0.0001	False
LITCHI000271	MA1308.2	1000	0.0001	False
LITCHI000271	MA1310.2	1000	0.0001	False
LITCHI000271	MA1311.3	1000	0.0001	False
LITCHI000271	MA1312.2	1000	0.0001	False
LITCHI000271	MA1313.2	1000	0.0001	False
LITCHI000271	MA1314.2	1000	0.0001	False
LITCHI000271	MA1315.2	1000	0.0001	False
LITCHI000271	MA1316.2	1000	0.0001	False
LITCHI000271	MA1317.2	1000	0.0001	False
LITCHI000271	MA1318.2	1000	0.0001	False
LITCHI000271	MA1805.2	1000	0.0001	False
LITCHI000271	MA0557.2	1000	0.0001	False
LITCHI000271	MA1382.2	1000	0.0001	False
LITCHI000271	MA1664.3	1000	0.0001	False
LITCHI000271	MA1665.3	1000	0.0001	False
LITCHI000271	MA1666.3	1000	0.0001	False
LITCHI000271	MA1667.3	1000	0.0001	False
LITCHI000271	MA1758.2	1000	0.0001	False
LITCHI000271	MA1759.2	1000	0.0001	False
LITCHI000271	MA1761.2	1000	0.0001	False
LITCHI000271	MA2019.2	1000	0.0001	False
LITCHI000271	MA2020.2	1000	0.0001	False
LITCHI000271	MA0008.4	1000	0.0001	True
LITCHI000271	MA0110.4	1000	0.0001	False
LITCHI000271	MA0573.2	1000	0.0001	False
LITCHI000271	MA0953.2	1000	0.0001	False
LITCHI000271	MA0954.3	1000	0.0001	True
LITCHI000271	MA0990.2	1000	0.0001	True
LITCHI000271	MA1024.2	1000	0.0001	False
LITCHI000271	MA1026.3	1000	0.0001	False
