window_bp	replicate	candidate_gene_id	background_gene_id	candidate_expression_bin	background_expression_bin	candidate_gc_bin	background_gc_bin	manhattan_bin_distance
1000	2	LITCHI002263	LITCHI026577	2	2	3	3	0
1000	2	LITCHI002571	LITCHI030352	2	2	2	2	0
1000	2	LITCHI003414	LITCHI007541	4	4	1	1	0
1000	2	LITCHI003497	LITCHI013648	2	2	4	4	0
1000	2	LITCHI003742	LITCHI007644	5	5	1	1	0
1000	2	LITCHI004207	LITCHI012861	2	2	3	3	0
1000	2	LITCHI004438	LITCHI024851	4	4	3	3	0
1000	2	LITCHI004751	LITCHI019349	3	3	1	1	0
1000	2	LITCHI004929	LITCHI022676	5	5	3	3	0
1000	2	LITCHI005008	LITCHI019160	5	5	4	4	0
1000	2	LITCHI005012	LITCHI021878	5	5	2	2	0
1000	2	LITCHI005048	LITCHI009744	4	4	4	4	0
1000	2	LITCHI005234	LITCHI017314	3	3	5	5	0
1000	2	LITCHI005254	LITCHI014892	1	1	1	1	0
1000	2	LITCHI005454	LITCHI022319	5	5	4	4	0
1000	2	LITCHI005518	LITCHI018044	5	5	4	4	0
1000	2	LITCHI005805	LITCHI025857	3	3	4	4	0
1000	2	LITCHI005866	LITCHI016611	4	4	1	1	0
1000	2	LITCHI006337	LITCHI019464	3	3	1	1	0
1000	2	LITCHI006466	LITCHI007461	2	2	4	4	0
1000	2	LITCHI006481	LITCHI014770	3	3	4	4	0
1000	2	LITCHI006703	LITCHI001219	3	3	2	2	0
1000	2	LITCHI006920	LITCHI022749	5	5	1	1	0
1000	2	LITCHI006923	LITCHI010361	4	4	3	3	0
1000	2	LITCHI007095	LITCHI004324	3	3	1	1	0
1000	2	LITCHI007293	LITCHI024084	5	5	3	3	0
1000	2	LITCHI007341	LITCHI010943	2	2	5	5	0
1000	2	LITCHI007955	LITCHI010248	4	4	4	4	0
1000	2	LITCHI008095	LITCHI004600	4	4	2	2	0
1000	2	LITCHI008313	LITCHI014352	3	3	3	3	0
1000	2	LITCHI008330	LITCHI019992	1	1	3	3	0
1000	2	LITCHI008721	LITCHI020594	4	4	1	1	0
1000	2	LITCHI008817	LITCHI016021	4	4	2	2	0
1000	2	LITCHI008905	LITCHI029637	5	5	1	1	0
1000	2	LITCHI009437	LITCHI023279	4	4	2	2	0
1000	2	LITCHI009639	LITCHI003183	2	2	1	1	0
1000	2	LITCHI009696	LITCHI029648	3	3	3	3	0
1000	2	LITCHI010138	LITCHI018461	5	5	4	4	0
1000	2	LITCHI010273	LITCHI018784	5	5	1	1	0
1000	2	LITCHI010325	LITCHI029141	3	3	1	1	0
1000	2	LITCHI010434	LITCHI006656	3	3	2	2	0
1000	2	LITCHI010541	LITCHI011452	3	3	5	5	0
1000	2	LITCHI010704	LITCHI020021	3	3	5	5	0
1000	2	LITCHI010765	LITCHI025909	1	1	5	5	0
1000	2	LITCHI010845	LITCHI001824	5	5	1	1	0
1000	2	LITCHI010877	LITCHI009303	2	2	4	4	0
1000	2	LITCHI010987	LITCHI026172	2	2	2	2	0
1000	2	LITCHI011122	LITCHI005990	2	2	2	2	0
1000	2	LITCHI011195	LITCHI021083	1	1	4	4	0
1000	2	LITCHI011255	LITCHI026591	4	4	1	1	0
1000	2	LITCHI011424	LITCHI004155	2	2	1	1	0
1000	2	LITCHI011520	LITCHI020409	5	5	2	2	0
1000	2	LITCHI011536	LITCHI004496	3	3	4	4	0
1000	2	LITCHI011959	LITCHI023335	4	4	3	3	0
1000	2	LITCHI012432	LITCHI025884	5	5	1	1	0
1000	2	LITCHI012815	LITCHI016164	2	2	2	2	0
1000	2	LITCHI013088	LITCHI008070	3	3	2	2	0
1000	2	LITCHI013276	LITCHI022831	2	2	3	3	0
1000	2	LITCHI013379	LITCHI013332	3	3	4	4	0
1000	2	LITCHI013895	LITCHI027600	4	4	3	3	0
1000	2	LITCHI013915	LITCHI015971	4	4	3	3	0
1000	2	LITCHI013925	LITCHI023767	3	3	4	4	0
1000	2	LITCHI014256	LITCHI022348	3	3	5	5	0
1000	2	LITCHI014400	LITCHI011161	5	5	3	3	0
1000	2	LITCHI014480	LITCHI031129	4	4	3	3	0
1000	2	LITCHI014613	LITCHI012795	2	2	2	2	0
1000	2	LITCHI014624	LITCHI029270	5	5	4	4	0
1000	2	LITCHI014759	LITCHI001821	3	3	2	2	0
1000	2	LITCHI014813	LITCHI029109	2	2	5	5	0
1000	2	LITCHI014858	LITCHI029800	2	2	1	1	0
1000	2	LITCHI014914	LITCHI026533	2	2	1	1	0
1000	2	LITCHI015464	LITCHI014698	2	2	4	4	0
1000	2	LITCHI015702	LITCHI017027	3	3	4	4	0
1000	2	LITCHI015740	LITCHI005004	3	3	3	3	0
1000	2	LITCHI015950	LITCHI015133	3	3	1	1	0
1000	2	LITCHI015982	LITCHI028519	2	2	4	4	0
1000	2	LITCHI016077	LITCHI021069	2	2	2	2	0
1000	2	LITCHI016297	LITCHI003783	3	3	1	1	0
1000	2	LITCHI016340	LITCHI028696	5	5	4	4	0
1000	2	LITCHI016395	LITCHI012773	2	2	1	1	0
1000	2	LITCHI016580	LITCHI024900	2	2	2	2	0
1000	2	LITCHI016665	LITCHI006796	2	2	2	2	0
1000	2	LITCHI016846	LITCHI004452	2	2	3	3	0
1000	2	LITCHI016911	LITCHI024405	5	5	5	5	0
1000	2	LITCHI016917	LITCHI011942	1	1	3	3	0
1000	2	LITCHI016983	LITCHI001953	5	5	2	2	0
1000	2	LITCHI016994	LITCHI001665	5	5	5	5	0
1000	2	LITCHI017301	LITCHI005680	2	2	1	1	0
1000	2	LITCHI017310	LITCHI027617	4	4	2	2	0
1000	2	LITCHI017559	LITCHI012893	1	1	5	5	0
1000	2	LITCHI017561	LITCHI001040	1	1	5	5	0
1000	2	LITCHI017634	LITCHI005417	3	3	3	3	0
1000	2	LITCHI017733	LITCHI003616	2	2	2	2	0
1000	2	LITCHI017753	LITCHI011386	3	3	3	3	0
1000	2	LITCHI017862	LITCHI029326	3	3	3	3	0
1000	2	LITCHI017954	LITCHI010206	3	3	1	1	0
1000	2	LITCHI018073	LITCHI016380	2	2	2	2	0
1000	2	LITCHI018309	LITCHI027028	2	2	4	4	0
1000	2	LITCHI018384	LITCHI004495	4	4	2	2	0
1000	2	LITCHI018512	LITCHI011861	1	1	3	3	0
1000	2	LITCHI018722	LITCHI031464	2	2	1	1	0
1000	2	LITCHI019041	LITCHI011109	4	4	5	5	0
1000	2	LITCHI019076	LITCHI001681	1	1	2	2	0
1000	2	LITCHI019095	LITCHI028437	3	3	3	3	0
1000	2	LITCHI019186	LITCHI019027	2	2	2	2	0
1000	2	LITCHI019319	LITCHI011199	3	3	4	4	0
1000	2	LITCHI019420	LITCHI029573	2	2	5	5	0
1000	2	LITCHI019626	LITCHI023881	4	4	5	5	0
1000	2	LITCHI019664	LITCHI016334	4	4	2	2	0
1000	2	LITCHI019822	LITCHI030685	4	4	2	2	0
1000	2	LITCHI019823	LITCHI017339	4	4	5	5	0
1000	2	LITCHI019824	LITCHI019129	3	3	3	3	0
1000	2	LITCHI019857	LITCHI014469	3	3	3	3	0
1000	2	LITCHI019897	LITCHI017240	4	4	1	1	0
1000	2	LITCHI019913	LITCHI025062	4	4	4	4	0
1000	2	LITCHI020058	LITCHI006627	4	4	5	5	0
1000	2	LITCHI020557	LITCHI023369	2	2	3	3	0
1000	2	LITCHI020645	LITCHI010622	4	4	4	4	0
1000	2	LITCHI020862	LITCHI027839	4	4	5	5	0
1000	2	LITCHI021120	LITCHI030906	3	3	1	1	0
1000	2	LITCHI021264	LITCHI001444	3	3	2	2	0
1000	2	LITCHI021309	LITCHI023037	3	3	4	4	0
1000	2	LITCHI021546	LITCHI022038	4	4	3	3	0
1000	2	LITCHI021650	LITCHI014976	3	3	3	3	0
1000	2	LITCHI021828	LITCHI001680	5	5	2	2	0
1000	2	LITCHI021860	LITCHI006519	4	4	2	2	0
1000	2	LITCHI021914	LITCHI021169	3	3	2	2	0
1000	2	LITCHI022018	LITCHI021684	2	2	3	3	0
1000	2	LITCHI022605	LITCHI020965	5	5	3	3	0
1000	2	LITCHI022789	LITCHI005365	4	4	1	1	0
1000	2	LITCHI022817	LITCHI019025	2	2	1	1	0
1000	2	LITCHI023078	LITCHI008482	2	2	1	1	0
1000	2	LITCHI023108	LITCHI016821	5	5	2	2	0
1000	2	LITCHI023124	LITCHI005966	3	3	3	3	0
1000	2	LITCHI023129	LITCHI000205	4	4	3	3	0
1000	2	LITCHI023296	LITCHI003367	2	2	3	3	0
1000	2	LITCHI023464	LITCHI000476	1	1	4	4	0
1000	2	LITCHI023626	LITCHI024465	4	4	2	2	0
1000	2	LITCHI024578	LITCHI005345	2	2	2	2	0
1000	2	LITCHI024820	LITCHI016074	4	4	3	3	0
1000	2	LITCHI025047	LITCHI013195	5	5	3	3	0
1000	2	LITCHI025204	LITCHI013138	3	3	4	4	0
1000	2	LITCHI025238	LITCHI005867	2	2	2	2	0
1000	2	LITCHI025608	LITCHI002992	3	3	1	1	0
1000	2	LITCHI025819	LITCHI008695	3	3	3	3	0
1000	2	LITCHI025875	LITCHI005530	3	3	3	3	0
1000	2	LITCHI026128	LITCHI027080	4	4	5	5	0
1000	2	LITCHI026129	LITCHI002923	3	3	5	5	0
1000	2	LITCHI026181	LITCHI022085	3	3	4	4	0
1000	2	LITCHI026900	LITCHI020113	3	3	2	2	0
1000	2	LITCHI027034	LITCHI006713	3	3	4	4	0
1000	2	LITCHI027135	LITCHI027590	2	2	1	1	0
1000	2	LITCHI027173	LITCHI018764	1	1	2	2	0
1000	2	LITCHI027341	LITCHI008207	2	2	1	1	0
1000	2	LITCHI027423	LITCHI016059	2	2	2	2	0
1000	2	LITCHI027669	LITCHI023135	4	4	4	4	0
1000	2	LITCHI027763	LITCHI023546	2	2	5	5	0
1000	2	LITCHI027783	LITCHI008724	2	2	3	3	0
1000	2	LITCHI028081	LITCHI002885	3	3	4	4	0
1000	2	LITCHI028340	LITCHI015697	3	3	3	3	0
1000	2	LITCHI028428	LITCHI000854	2	2	1	1	0
1000	2	LITCHI028584	LITCHI002022	5	5	1	1	0
1000	2	LITCHI028716	LITCHI005571	2	2	3	3	0
1000	2	LITCHI028717	LITCHI021880	5	5	5	5	0
1000	2	LITCHI028799	LITCHI008615	2	2	2	2	0
1000	2	LITCHI028926	LITCHI008387	2	2	3	3	0
1000	2	LITCHI028928	LITCHI002633	3	3	1	1	0
1000	2	LITCHI029020	LITCHI020829	4	4	2	2	0
1000	2	LITCHI029021	LITCHI012562	2	2	1	1	0
1000	2	LITCHI029066	LITCHI029629	5	5	3	3	0
1000	2	LITCHI029373	LITCHI005373	3	3	2	2	0
1000	2	LITCHI029443	LITCHI007305	1	1	3	3	0
1000	2	LITCHI029495	LITCHI000898	1	1	4	4	0
1000	2	LITCHI029534	LITCHI020060	5	5	4	4	0
1000	2	LITCHI029667	LITCHI017982	1	1	1	1	0
1000	2	LITCHI029789	LITCHI003656	5	5	3	3	0
1000	2	LITCHI030216	LITCHI025738	5	5	2	2	0
1000	2	LITCHI030334	LITCHI016479	1	1	3	3	0
1000	2	LITCHI030349	LITCHI024182	2	2	2	2	0
1000	2	LITCHI030441	LITCHI024617	4	4	1	1	0
1000	2	LITCHI030520	LITCHI011597	3	3	1	1	0
1000	2	LITCHI030689	LITCHI027637	2	2	1	1	0
1000	2	LITCHI030690	LITCHI009781	1	1	5	5	0
1000	2	LITCHI030745	LITCHI014535	2	2	2	2	0
1000	2	LITCHI030761	LITCHI030972	5	5	2	2	0
1000	2	LITCHI030763	LITCHI009145	3	3	3	3	0
1000	2	LITCHI030858	LITCHI023560	4	4	3	3	0
1000	2	LITCHI030862	LITCHI026647	5	5	3	3	0
1000	2	LITCHI030869	LITCHI026802	1	1	1	1	0
1000	2	LITCHI031005	LITCHI001472	1	1	4	4	0
1000	2	LITCHI031010	LITCHI027790	2	2	2	2	0
1000	2	LITCHI031097	LITCHI002985	5	5	1	1	0
1000	2	LITCHI031200	LITCHI005041	2	2	5	5	0
1000	2	LITCHI031372	LITCHI008958	5	5	2	2	0
1000	2	LITCHI031448	LITCHI012245	1	1	2	2	0
1000	2	LITCHI031732	LITCHI031690	2	2	5	5	0
1000	3	LITCHI000271	LITCHI014983	3	3	2	2	0
1000	3	LITCHI001129	LITCHI031746	3	3	2	2	0
1000	3	LITCHI001375	LITCHI019804	2	2	3	3	0
1000	3	LITCHI001603	LITCHI019293	2	2	1	1	0
1000	3	LITCHI001700	LITCHI007781	3	3	4	4	0
1000	3	LITCHI001879	LITCHI013380	3	3	2	2	0
1000	3	LITCHI001963	LITCHI022379	2	2	1	1	0
1000	3	LITCHI001999	LITCHI023834	5	5	1	1	0
1000	3	LITCHI002015	LITCHI015138	2	2	2	2	0
1000	3	LITCHI002040	LITCHI001799	5	5	3	3	0
1000	3	LITCHI002263	LITCHI011826	2	2	3	3	0
1000	3	LITCHI002571	LITCHI027684	2	2	2	2	0
1000	3	LITCHI003414	LITCHI027844	4	4	1	1	0
1000	3	LITCHI003497	LITCHI010080	2	2	4	4	0
1000	3	LITCHI003742	LITCHI006657	5	5	1	1	0
1000	3	LITCHI004207	LITCHI001061	2	2	3	3	0
1000	3	LITCHI004438	LITCHI006504	4	4	3	3	0
1000	3	LITCHI004751	LITCHI005369	3	3	1	1	0
1000	3	LITCHI004929	LITCHI005374	5	5	3	3	0
1000	3	LITCHI005008	LITCHI010915	5	5	4	4	0
1000	3	LITCHI005012	LITCHI012493	5	5	2	2	0
1000	3	LITCHI005048	LITCHI007138	4	4	4	4	0
1000	3	LITCHI005234	LITCHI021815	3	3	5	5	0
1000	3	LITCHI005254	LITCHI019924	1	1	1	1	0
1000	3	LITCHI005454	LITCHI005056	5	5	4	4	0
1000	3	LITCHI005518	LITCHI024370	5	5	4	4	0
1000	3	LITCHI005805	LITCHI008134	3	3	4	4	0
1000	3	LITCHI005866	LITCHI029280	4	4	1	1	0
1000	3	LITCHI006337	LITCHI001468	3	3	1	1	0
1000	3	LITCHI006466	LITCHI005192	2	2	4	4	0
1000	3	LITCHI006481	LITCHI021219	3	3	4	4	0
1000	3	LITCHI006703	LITCHI011631	3	3	2	2	0
1000	3	LITCHI006920	LITCHI029638	5	5	1	1	0
1000	3	LITCHI006923	LITCHI025056	4	4	3	3	0
